Key,Outers,Inners
3_180.000000-6-0.000000,299 -200 299 0 239.6 120 299 300 299 500 99 500 -1 450 -101 500 -301 500 -301 300 -240.759 179.518 -300 0 -300 -200 -100 -200 -0.250627 -150.125 99 -200 299 -200 ,
2_180.000000-6-0.000000,100 -100 200 0 200 200 200 201 200 401 100 500 -100 500 -300 500 -400 400 -400 200 -399 0 -299 -100 -100 -100 -99 -100 100 -100 ,
4_180.000000-6-0.000000,100 -200 200 0 300 100 499 200 499 300 499 400 499 500 299 500 -1 500 -201 500 -201 300 -200 -200 -100 -200 0 -200 100 -200 ,
6_0.000000-1-180.000000,400 -500 400 -300 349.249 -199.502 399 -100 399 0 399 100 399 200 199 200 -1 200 -200 0 -200 -200 -200 -201 -200 -401 -100 -500 100 -500 200 -500 400 -500 ,
3_180.000000-3-180.000000,400 -500 301 -300 400 0 300 200 399 500 199 400 0 500 -0.5 499.75 -1 500 -200.5 400.25 -400 500 -301 300 -400 0 -300 -200 -399 -500 -199 -400 0 -500 0.5 -499.75 1 -500 200.5 -400.25 400 -500 ,
1_180.000000-6-0.000000,1 -200 200 0 200 200 200 201 200 401 100 500 -100 500 -200 500 -400 500 -400 300 -349.249 199.502 -399 100 -399 0 -399 -100 -399 -200 -199 -200 1 -200 ,
6_0.000000-0-180.000000,200 -599 400 -500 400 -300 399 0 199 100 -1 100 -200 0 -200 -200 -200 -300 -200 -500 0 -599 200 -599 ,
0_180.000000-6-0.000000,1 -100 200 0 200 200 200 300 200 500 0 599 -200 599 -400 500 -400 300 -399 0 -199 -100 1 -100 ,
5_0.000000-6-180.000000,0 -300 200 0 199 200 0 200 -201 200 -400 200 -400 0 -200 -300 0 -300 ,
5_0.000000-5-180.000000,-200 -300 0 0 199 300 -200 300 -201 300 -600 300 -400 0 -200 -300 ,
5_180.000000-5-0.000000,600 -300 400 0 200 300 0 0 -199 -300 200 -300 201 -300 600 -300 ,
5_0.000000-3-180.000000,101 -600 301 -300 201 -100 300 200 -99 200 -100 200 -499 200 -400 0 -499 -300 -299 -600 -99 -500 101 -600 ,
3_0.000000-4-0.000000,200 -200 300 0 400 100 600 200 600 300 520 460 600 700 600 800 200 800 100 800 -300 800 -300 300 -300 -200 -200 -200 -50 -125 100 -200 200 -200 ,
1_0.000000-5-0.000000,500 -200 400 0 500 200 500 300 300 600 100 600 -100 400 -300 100 -300 -100 -200 -200 100 -200 200 -200 500 -200 ,
6_180.000000-1-0.000000,100 -500 300 -300 300 -100 300 100 200 200 0 200 -100 200 -300 200 -299 0 -249.5 -99 -300 -200 -300 -300 -299 -500 -100 -500 -99 -500 100 -500 ,
1_180.000000-6-180.000000,1 -200 200 0 200 201 199 401 99 500 -100 500 -201 500 -400 500 -400 300 -349.249 199.502 -399 100 -399 0 -399 -100 -399 -200 -199 -200 1 -200 ,
3_180.000000-1-0.000000,199 -500 399 -300 399 -100 339.6 20 399 200 399 400 299 500 -1 500 -51 475 -101 500 -401 500 -301 300 -401 100 -401 0 -320.88 -160.241 -400 -400 -400 -500 -200 -500 -100.251 -450.125 -1 -500 199 -500 ,
1_0.000000-2-180.000000,400 -500 500 -400 499 -200 449.5 -101 500 0 500 100 499 300 399 400 200 400 199 400 0 400 -100 300 -200 200 -300 100 -300 -100 -300 -101 -300 -301 -200 -401 -100 -500 100 -500 200 -500 400 -500 ,
1_0.000000-6-0.000000,300 -200 300 0 250 100 300 200 300 300 300 400 300 500 100 500 -100 500 -300 300 -300 100 -300 -100 -200 -200 0 -200 100 -200 300 -200 ,
6_0.000000-1-0.000000,100 -500 300 -300 300 -100 300 100 200 200 0 200 -100 200 -300 200 -300 0 -250 -100 -300 -200 -300 -300 -300 -400 -300 -500 -100 -500 100 -500 ,
4_0.000000-3-0.000000,300 -800 300 -300 300 200 200 200 50 125 -100 200 -200 200 -300 0 -400 -100 -600 -200 -600 -300 -520 -460 -600 -700 -600 -800 -200 -800 -100 -800 300 -800 ,
6_0.000000-5-0.000000,400 -200 400 0 200 300 0 300 -200 0 -200 -200 0 -200 200 -200 400 -200 ,
0_0.000000-5-0.000000,200 -100 400 0 400 300 200 600 0 700 -200 600 -400 300 -400 0 -200 -100 200 -100 ,
4_0.000000-5-180.000000,0 -500 199 -200 199 300 99 300 -200 300 -300 300 -400 100 -500 0 -700 -100 -700 -200 -500 -500 0 -500 ,
5_0.000000-2-0.000000,100 -600 200 -500 400 -200 400 0 300 100 100 100 -100 100 -300 100 -400 0 -400 -200 -200 -500 -100 -600 100 -600 ,
0_0.000000-2-0.000000,100 -400 300 -300 400 -200 400 0 400 100 400 300 300 400 100 500 -100 500 -300 400 -400 300 -400 100 -400 0 -400 -200 -300 -300 -100 -400 100 -400 ,
1_0.000000-4-180.000000,301 -500 300.203 -101.594 301 -100 301 0 300 500 200 500 100 500 0 500 -200 300 -266.779 166.443 -399 100 -599 -100 -599 -200 -599 -300 -599 -400 -499 -500 -199 -500 1 -500 301 -500 ,
6_0.000000-0-0.000000,200 -600 400 -500 400 -300 400 -200 400 0 200 100 0 100 -200 0 -200 -200 -200 -300 -200 -500 0 -600 200 -600 ,
6_180.000000-5-0.000000,400 -200 400 0 200 300 0 300 -200 0 -199 -200 0 -200 201 -200 400 -200 ,
5_180.000000-1-0.000000,300 -600 500 -400 500 -200 300 100 200 200 -100 200 -299 -100 -199 -300 -299 -500 -299 -600 -99 -600 100 -600 300 -600 ,
1_180.000000-5-0.000000,201 -200 400 0 400 201 200 501 100 600 -200 600 -400 300 -299 100 -399 -100 -399 -200 -199 -200 1 -200 201 -200 ,
0_180.000000-4-180.000000,2 -400 201 -300 201 0 200 500 0 599 -100 599 -300 500 -400 300 -500 200 -699 100 -699 0 -698 -300 -498 -400 2 -400 ,
0_0.000000-6-0.000000,0 -100 200 0 200 200 200 300 200 500 0 600 -200 600 -400 500 -400 300 -400 200 -400 0 -200 -100 0 -100 ,
3_180.000000-0-0.000000,299 -600 499 -500 499 -200 459.4 -120 499 0 499 300 299 400 99 300 -101 400 -301 300 -301 0 -260.639 -80.7229 -300 -200 -300 -500 -100 -600 99.5 -500.25 299 -600 ,
1_180.000000-3-0.000000,101 -500 300 -300 300 -99 240.2 20.6 300 200 300 401 200 500 -100 500 -150 475 -200 500 -500 500 -400 300 -402 294 -499 100 -499 3 -500 0 -419.08 -160.239 -499 -400 -499 -500 -299 -500 -199 -450 -99 -500 101 -500 ,
2_0.000000-2-0.000000,200 -400 300 -300 400 -200 400 0 400 200 300 300 200 400 0 400 -200 400 -300 300 -400 200 -400 0 -400 -200 -300 -300 -200 -400 0 -400 200 -400 ,
2_180.000000-1-0.000000,0 -400 100 -300 200 -200 300 -100 300 100 300 101 300 301 200 401 100 500 -100 500 -200 500 -400 500 -500 400 -499 200 -449.5 101 -500 0 -500 -100 -499 -300 -399 -400 -200 -400 -199 -400 0 -400 ,
5_0.000000-3-0.000000,100 -600 300 -300 200 -100 300 200 -100 200 -500 200 -400 0 -500 -300 -300 -600 -100 -500 100 -600 ,
2_0.000000-0-0.000000,100 -500 300 -400 400 -300 400 -100 400 0 400 200 300 300 100 400 -100 400 -300 300 -400 200 -400 0 -400 -100 -400 -300 -300 -400 -100 -500 100 -500 ,
4_0.000000-4-0.000000,100 -500 200 -300 300 -200 500 -100 500 0 500 400 500 500 400 500 0 500 -100 500 -200 300 -300 200 -500 100 -500 0 -500 -400 -500 -500 -400 -500 0 -500 100 -500 ,
6_0.000000-4-180.000000,201 -500 201 -300 200 200 100 200 0 200 -100 200 -200 0 -300 -100 -499 -200 -499 -300 -499 -400 -499 -500 -299 -500 1 -500 201 -500 ,
5_0.000000-0-0.000000,0 -700 200 -600 400 -300 400 0 200 100 -200 100 -400 0 -400 -300 -200 -600 0 -700 ,
3_0.000000-0-0.000000,300 -600 500 -500 500 -200 460 -120 500 0 500 300 300 400 100 300 -100 400 -300 300 -300 0 -260 -80 -300 -200 -300 -500 -100 -600 100 -500 300 -600 ,
5_180.000000-3-180.000000,501 -600 401 -400 500 -100 300 200 100 100 -99 200 -298 -100 -199 -300 -298 -600 101 -600 101.5 -599.75 102 -600 501 -600 ,
1_0.000000-0-0.000000,300 -600 500 -500 500 -200 475 -150 500 -100 500 0 500 200 500 300 300 400 100 400 -100 300 -300 100 -300 -100 -300 -200 -300 -400 -200 -500 0 -600 300 -600 ,
4_0.000000-5-0.000000,400 -500 400 0 200 300 100 300 -100 0 -300 -100 -500 -400 -500 -500 -100 -500 0 -500 400 -500 ,
0_0.000000-4-0.000000,-100 -100 100 0 200 200 300 300 500 400 500 500 500 700 500 800 300 900 -200 900 -400 800 -400 500 -400 300 -400 0 -200 -100 -100 -100 ,
5_0.000000-0-180.000000,0 -699 200 -600 400 -300 399 0 199 100 -201 100 -400 0 -400 -300 -200 -600 0 -699 ,
5_0.000000-4-180.000000,1 -600 201 -300 200 200 100 200 -200 200 -300 200 -400 0 -500 -100 -699 -200 -699 -300 -499 -600 1 -600 ,
1_0.000000-5-180.000000,100 -200 299 100 199 300 299 500 299 600 99 600 -100 600 -300 600 -500 400 -500 200 -300 -100 -200 -200 100 -200 ,
6_180.000000-4-180.000000,201 -500 201 -300 200 200 100 200 0 200 -100 200 -200 0 -300 -100 -499 -200 -499 -300 -498 -500 -299 -500 2 -500 201 -500 ,
3_180.000000-4-0.000000,199 -200 299 0 399 100 599 200 599 300 519.8 460 599 700 599 800 199 800 99 800 -301 800 -301 300 -300 298 -300 -200 -200 -200 -50.1253 -125.063 99 -200 199 -200 ,
4_0.000000-0-0.000000,200 -900 400 -800 400 -500 400 -300 400 0 200 100 100 100 -100 0 -200 -200 -300 -300 -500 -400 -500 -500 -500 -700 -500 -800 -300 -900 200 -900 ,
5_0.000000-1-180.000000,200 -600 400 -300 299 -100 399 100 399 200 199 200 -1 200 -201 200 -400 0 -400 -201 -200 -501 -100 -600 200 -600 ,
4_180.000000-1-0.000000,0 -500 200 -300 266.779 -166.443 399 -100 599 100 599 200 599 300 599 400 499 500 199 500 -1 500 -301 500 -300.203 101.594 -301 100 -301 0 -300 -500 -200 -500 -100 -500 0 -500 ,
4_0.000000-2-0.000000,300 -800 400 -700 400 -500 400 -200 400 0 300 100 200 100 100 100 0 100 -100 0 -200 -200 -400 -300 -500 -400 -500 -500 -500 -600 -500 -700 -400 -800 -200 -800 100 -800 300 -800 ,
0_0.000000-1-0.000000,-100 -400 100 -300 300 -100 300 100 300 200 300 400 200 500 0 600 -300 600 -500 500 -500 200 -475 150 -500 100 -500 0 -500 -200 -500 -300 -300 -400 -100 -400 ,
6_0.000000-2-180.000000,300 -500 400 -400 400 -200 399 0 299 100 100 100 99 100 -100 100 -200 0 -200 -200 -200 -201 -200 -401 -100 -500 100 -500 300 -500 ,
4_180.000000-0-0.000000,100 -600 300 -500 400 -300 500 -200 699 -100 699 0 699 200 699 300 499 400 -1 400 -201 300 -201 0 -200 -500 0 -600 100 -600 ,
2_0.000000-4-0.000000,0 -100 100 0 200 200 400 300 500 400 500 500 500 600 500 700 400 800 200 800 -100 800 -300 800 -400 700 -400 500 -400 200 -400 0 -300 -100 -200 -100 -100 -100 0 -100 ,
0_0.000000-1-180.000000,200 -400 400 -300 400 0 374.373 50.7463 399 100 399 200 399 400 399 500 199 600 -1 600 -201 500 -400 300 -400 99 -400 0 -400 -201 -300 -300 -100 -400 200 -400 ,
0_0.000000-5-180.000000,-200 -100 0 0 199 300 199 600 -1 700 -400 700 -600 600 -600 300 -400 0 -200 -100 ,
5_0.000000-4-0.000000,-100 -300 100 0 300 100 500 400 500 500 100 500 0 500 -400 500 -400 0 -200 -300 -100 -300 ,
4_0.000000-3-180.000000,301 -800 301 -300 300 -298 300 200 200 200 50.1253 125.063 -99 200 -199 200 -299 0 -399 -100 -599 -200 -599 -300 -519.8 -460 -599 -700 -599 -800 -199 -800 -99 -800 301 -800 ,
0_180.000000-0-0.000000,1 -500 201 -400 400 -300 400 0 400 300 200 400 0 499 -200 400 -400 300 -400 0 -399 -300 -199 -400 1 -500 ,
2_180.000000-6-180.000000,100 -100 200 0 200 201 199 401 99 500 -100 500 -101 500 -300 500 -400 400 -400 200 -399 0 -299 -100 -100 -100 -99 -100 100 -100 ,
2_0.000000-5-180.000000,-100 -100 0 0 199 300 199 500 99 600 -101 600 -300 600 -500 600 -600 500 -600 300 -400 0 -300 -100 -100 -100 ,
0_180.000000-1-0.000000,-99 -400 100 -300 300 -100 300 100 300 200 300 400 200 500 0 599 -300 599 -500 500 -499 200 -474.5 151 -500 100 -500 0 -499 -300 -299 -400 -99 -400 ,
1_180.000000-1-0.000000,-99 -500 101 -300 300 -100 300 100 300 101 300 301 200 401 100 500 -200 500 -500 500 -400 300 -500 100 -500 0 -424.124 -150.249 -499 -300 -499 -400 -499 -500 -299 -500 -99 -500 ,
0_180.000000-2-0.000000,101 -400 300 -300 400 -200 400 0 400 100 400 300 300 400 100 499 -100 499 -300 400 -400 300 -400 100 -399 -200 -299 -300 -99 -400 101 -400 ,
3_0.000000-1-0.000000,200 -500 400 -300 400 -100 340 20 400 200 400 400 300 500 0 500 -50 475 -100 500 -400 500 -300 300 -400 100 -400 0 -320 -160 -400 -400 -400 -500 -200 -500 -100 -450 0 -500 200 -500 ,
5_0.000000-1-0.000000,-100 -600 100 -400 300 -100 300 100 200 200 -100 200 -200 200 -500 200 -400 0 -500 -200 -500 -300 -300 -600 -100 -600 ,
3_180.000000-2-180.000000,399 -500 499 -400 498 -200 439.2 -81.2121 499 100 498 300 398 400 199 400 98.5 349.75 -2 400 -201 400 -301 300 -301 99 -240.958 -21.0843 -300 -200 -300 -401 -200 -500 0 -500 99.7494 -450.125 199 -500 399 -500 ,
6_0.000000-5-180.000000,0 -200 199 100 199 300 -1 300 -200 300 -400 300 -400 100 -200 -200 0 -200 ,
2_180.000000-2-0.000000,200 -400 300 -300 400 -200 400 0 400 1 400 201 300 301 200 400 0 400 -200 400 -300 300 -400 200 -400 0 -399 -200 -299 -300 -199 -400 0 -400 1 -400 200 -400 ,
1_0.000000-1-0.000000,200 -500 400 -300 400 -100 350 0 400 100 400 200 400 300 400 400 300 500 100 500 0 500 -200 500 -400 300 -400 100 -350 0 -400 -100 -400 -200 -400 -300 -400 -400 -300 -500 -100 -500 0 -500 200 -500 ,0 0 
0_0.000000-0-180.000000,0 -499 200 -400 400 -300 400 0 399 300 199 400 -1 500 -201 400 -400 300 -400 0 -400 -300 -200 -400 0 -499 ,
5_180.000000-0-0.000000,400 -700 600 -600 600 -300 400 0 200 100 0 0 -199 -300 -199 -600 1 -700 400 -700 ,
0_0.000000-2-180.000000,100 -400 300 -300 400 -200 400 100 399 300 299 400 99 500 -100 500 -300 400 -400 300 -400 99 -400 0 -400 -201 -300 -300 -100 -400 100 -400 ,
1_0.000000-1-180.000000,500 -500 400 -300 500 -100 500 0 424.124 150.249 499 300 499 400 499 500 299 500 99 500 -101 300 -300 100 -300 -100 -300 -101 -300 -301 -200 -401 -100 -500 200 -500 500 -500 ,
1_0.000000-3-0.000000,400 -500 300 -300 400 -100 400 0 320 160 400 400 400 500 200 500 100 450 0 500 -200 500 -400 300 -400 100 -340 -20 -400 -200 -400 -400 -300 -500 0 -500 50 -475 100 -500 400 -500 ,
4_180.000000-5-0.000000,300 -200 400 0 500 100 699 200 699 300 499 600 -1 600 -201 300 -200 -200 -100 -200 200 -200 300 -200 ,
0_0.000000-4-180.000000,1 -400 201 -300 201 0 200 500 0 600 -100 600 -300 500 -400 300 -500 200 -699 100 -699 0 -699 -200 -699 -300 -499 -400 1 -400 ,
4_180.000000-3-0.000000,200 -500 300 -300 400 -200 599 -100 599 0 519 160 599 400 599 500 199 500 99 500 -301 500 -300.006 2.98211 -301 0 -300 -500 -200 -500 -50 -425 100 -500 200 -500 ,
2_0.000000-0-180.000000,100 -499 300 -400 400 -300 400 -100 399 200 299 300 99 400 -101 400 -300 300 -400 200 -400 0 -400 -100 -400 -300 -300 -400 -100 -499 100 -499 ,
2_180.000000-0-0.000000,100 -500 300 -400 400 -300 400 -99 400 0 400 201 300 300 100 400 -100 400 -300 300 -400 200 -400 -100 -399 -300 -299 -400 -99 -500 100 -500 ,
0_0.000000-3-180.000000,101 -400 301 -300 301 0 260.639 80.7229 300 200 300 500 100 600 -99.5 500.25 -299 600 -499 500 -499 200 -459.4 120 -499 0 -499 -300 -299 -400 -99 -300 101 -400 ,
5_180.000000-0-180.000000,400 -699 600 -600 599 -300 399 0 199 100 0 0 -199 -300 -199 -600 1 -699 400 -699 ,
4_0.000000-6-0.000000,200 -500 200 -300 200 0 200 200 100 200 0 200 -100 200 -200 0 -300 -100 -500 -200 -500 -300 -500 -400 -500 -500 -300 -500 0 -500 200 -500 ,
1_180.000000-0-0.000000,1 -600 201 -500 400 -300 400 -99 400 0 400 201 300 300 100 400 -200 400 -400 300 -400 0 -374.373 -50.7463 -399 -100 -399 -200 -399 -400 -399 -500 -199 -600 1 -600 ,
6_0.000000-6-180.000000,200 -200 200 0 199 200 0 200 -1 200 -200 200 -200 0 -200 -200 0 -200 200 -200 ,
2_180.000000-5-0.000000,300 -100 400 0 400 201 200 501 100 600 -100 600 -200 500 -400 200 -399 0 -299 -100 -100 -100 101 -100 300 -100 ,
6_180.000000-0-0.000000,200 -600 400 -500 400 -300 400 -200 400 0 200 100 0 100 -200 0 -200 -300 -199 -500 1 -600 200 -600 ,
6_0.000000-4-0.000000,100 -200 200 0 300 100 500 200 500 300 500 400 500 500 300 500 0 500 -200 500 -200 300 -200 0 -200 -200 -100 -200 0 -200 100 -200 ,
3_0.000000-1-180.000000,500 -500 400 -300 402 -294 499 -100 499 -3 500 0 419.08 160.239 499 400 499 500 299 500 199 450 99 500 -101 500 -300 300 -300 99 -240.2 -20.6 -300 -200 -300 -401 -200 -500 100 -500 150 -475 200 -500 500 -500 ,
4_0.000000-0-180.000000,200 -899 400 -800 400 -300 399 0 199 100 99 100 -100 0 -200 -200 -299 -299 -301 -300 -500 -400 -500 -500 -500 -700 -500 -800 -300 -899 200 -899 ,
1_180.000000-4-0.000000,-99 -200 100 0 166.333 132.667 301 200 500 400 500 500 500 601 500 701 400 800 100 800 -100 800 -400 800 -400 300 -399 298.02 -399 -100 -399 -200 -299 -200 -199 -200 -99 -200 ,
6_0.000000-2-0.000000,300 -500 400 -400 400 -200 400 0 300 100 100 100 -100 100 -200 0 -200 -200 -200 -400 -100 -500 100 -500 300 -500 ,
5_0.000000-6-0.000000,0 -300 200 0 200 200 0 200 -200 200 -400 200 -400 0 -200 -300 0 -300 ,
1_0.000000-6-180.000000,300 -200 299 0 249.5 99 300 200 300 300 299 500 100 500 99 500 -100 500 -300 300 -300 100 -300 -100 -200 -200 0 -200 100 -200 300 -200 ,
4_0.000000-1-180.000000,400 -800 400 -300 399 -298.02 399 100 399 200 299 200 199 200 99 200 -100 0 -166.333 -132.667 -301 -200 -500 -400 -500 -500 -500 -601 -500 -701 -400 -800 -100 -800 100 -800 400 -800 ,
2_180.000000-3-0.000000,200 -400 300 -300 300 -99 240.2 20.6 300 200 300 401 200 500 0 500 -100 450 -200 500 -400 500 -500 400 -499 200 -439.6 81.2 -500 -100 -499 -300 -399 -400 -200 -400 -99.5 -349.75 1 -400 200 -400 ,
4_180.000000-4-0.000000,0 -200 100 0 200 100 400 200 500 400 600 500 799 600 799 700 799 800 299 800 -201 800 -201 300 -200 -200 -100 -200 0 -200 ,
1_180.000000-2-0.000000,101 -500 201 -400 400 -200 400 0 400 1 400 201 300 301 200 400 0 400 -100 400 -300 400 -400 300 -400 100 -349.249 -0.497512 -399 -100 -399 -200 -399 -300 -399 -400 -299 -500 -99 -500 101 -500 ,
4_0.000000-4-180.000000,201 -800 201 -300 200 200 100 200 0 200 -100 0 -200 -100 -400 -200 -500 -400 -600 -500 -799 -600 -799 -700 -799 -800 -299 -800 201 -800 ,
0_0.000000-6-180.000000,0 -100 200 0 200 300 199 500 -1 600 -200 600 -400 500 -400 300 -400 200 -400 0 -200 -100 0 -100 ,
2_180.000000-4-0.000000,0 -100 100 0 200 200 400 300 500 400 500 500 500 601 500 701 400 800 200 800 -100 800 -300 800 -400 700 -400 200 -399 0 -299 -100 -199 -100 -100 -100 0 -100 ,
0_180.000000-4-0.000000,-99 -100 100 0 200 200 299 299 301 300 500 400 500 500 500 700 500 800 300 899 -200 899 -400 800 -400 300 -399 0 -199 -100 -99 -100 ,
4_0.000000-2-180.000000,300 -800 400 -700 400 -200 399 0 299 100 199 100 100 100 0 100 -100 0 -200 -200 -400 -300 -500 -400 -500 -500 -500 -601 -500 -701 -400 -800 -200 -800 100 -800 300 -800 ,
5_180.000000-4-0.000000,300 -300 400 -100 500 0 700 100 700 200 500 500 0 500 -199 200 -199 -300 -99 -300 200 -300 300 -300 ,
4_180.000000-3-180.000000,201 -500 301 -300 401 -200 600 -100 600 0 519.88 160.241 599 400 599 500 200 500 99 500 -300 500 -299.006 3.01205 -300 0 -299 -500 -199 -500 -49 -425 101 -500 201 -500 ,
1_180.000000-0-180.000000,1 -599 201 -500 400 -300 400 -99 399 201 299 300 99 400 -201 400 -400 300 -400 0 -374.373 -50.7463 -399 -100 -399 -200 -399 -400 -399 -500 -199 -599 1 -599 ,
6_180.000000-4-0.000000,100 -200 200 0 300 100 500 200 500 300 500 400 500 500 300 500 0 500 -200 500 -200 0 -199 -200 -99 -200 0 -200 100 -200 ,
