Key,Outers,Inners
6_270.000000-3-270.000000,-163 -1202 78 -1200 310 -373 310 384 290 451 52 532 50 654 -141 654 -381 559 -500 175 -481.478 115.431 -547 -96 -544 -134 -477.308 -211.641 -478 -471 -475 -509 -420.327 -572.649 -426 -827 -356 -827 -357 -1202 -163 -1202 ,
3_270.000000-6-270.000000,141 -654 381 -559 500 -175 481.478 -115.431 547 96 544 134 477.308 211.641 478 471 475 509 420.327 572.649 426 827 356 827 357 1202 163 1202 -78 1200 -310 373 -310 -384 -290 -451 -52 -532 -50 -654 141 -654 ,
6_270.000000-5-270.000000,127 -1624 359 -797 359.968 -628.062 452 -300 432 -233 378 -178 252 77 148 121 78.9534 144.499 12 280 -92 324 -159 324 -399 229 -500 175 -537 84 -528.675 -86.2024 -547 -96 -584 -187 -575 -371 -572 -409 -564.597 -466.746 -562 -581 -559 -619 -552.646 -647.35 -580 -710 -600 -778 -597 -826 -594 -864 -527 -942 -467.963 -1014.16 -479 -1509 -476 -1557 -285 -1622 -67 -1624 127 -1624 ,
5_270.000000-6-270.000000,159 -324 399 -229 500 -175 537 -84 528.675 86.2024 547 96 584 187 575 371 572 409 564.597 466.746 562 581 559 619 552.646 647.35 580 710 600 778 597 826 594 864 527 942 467.963 1014.16 479 1509 476 1557 285 1622 67 1624 -127 1624 -359 797 -359.968 628.062 -452 300 -432 233 -378 178 -252 -77 -148 -121 -78.9534 -144.499 -12 -280 92 -324 159 -324 ,
6_270.000000-6-270.000000,28 -1097 268 -1002 500 -175 485.037 -124.875 547 96 544 134 524 201 457 279 414.924 330.426 426 827 406 894 168 975 166 1097 -28 1097 -268 1002 -500 175 -485.037 124.875 -547 -96 -544 -134 -524 -201 -457 -279 -414.924 -330.426 -426 -827 -406 -894 -168 -975 -166 -1097 28 -1097 ,0 0 
0_270.000000-2-270.000000,-212 -11 80 -2 82 467 174 716 172 957 169.203 972.685 195 1038 193 1279 -102 1327 -179 1327 -280 1308 -291 230 -292 -9 -212 -11 ,
1_270.000000-0-270.000000,182 -1404 283 -1385 294 -307 292 9 20 8 -272 -1 -274 -470 -366 -719 -366.86 -990.008 -387 -1041 -388 -1356 -93 -1404 182 -1404 ,
8_270.000000-0-270.000000,204 -1833 305 -1814 316 -736 292 9 0 0 -172 -126 -252 -155 -254 -624 -346 -873 -330.747 -958.55 -337.646 -1120.68 -367 -1195 -351 -1263 -373 -1780 -78 -1828 204 -1833 ,
0_270.000000-3-270.000000,-223 -384 18 -382 310 -373 312 96 404 345 404 613.83 425 667 425 1424 130 1472 -61 1472 -162 1453 -281 1069 -292 -9 -222 -9 -223 -384 ,
0_270.000000-5-270.000000,67 -806 359 -797 361 -448 398 -332 452 -300 452.942 -79.1576 453 -79 454.428 170.158 546 418 523 547 520 621 567 740 513 795 387 1050 283 1094 -12 1142 -79 1142 -180 1123 -281 1069 -318 978 -323.672 422.114 -334 387 -345 -691 -342 -739 -151 -804 67 -806 ,
5_270.000000-0-270.000000,79 -1142 180 -1123 281 -1069 318 -978 323.672 -422.114 334 -387 345 691 342 739 151 804 -67 806 -359 797 -361 448 -398 332 -452 300 -452.942 79.1576 -453 79 -454.428 -170.158 -546 -418 -523 -547 -520 -621 -567 -740 -513 -795 -387 -1050 -283 -1094 12 -1142 79 -1142 ,
0_270.000000-6-270.000000,-32 -279 260 -270 500 -175 501.056 72.625 547 96 548.38 419.528 594 543 576.707 639.99 641 814 638 852 616.889 970.405 615 1017 662 1136 659 1174 592 1252 529 1329 541 1867 246 1915 52 1915 -49 1896 -281 1069 -292 -9 -272 -76 -34 -157 -32 -279 ,
0_270.000000-0-270.000000,-112 -1097 180 -1088 281 -1069 285.865 -592.246 375 -351 377.816 -75.0406 396 -29 407 1049 112 1097 -180 1088 -281 1069 -285.865 592.246 -375 351 -377.816 75.0406 -396 29 -407 -1049 -112 -1097 ,0 0 
2_270.000000-7-270.000000,182 -1258 182.26 -1195.89 317 -1150 364 -1089 398 -314 399 -75 238 -21 231 75 151 77 -80 2 -87 -49 -85.1513 -271.769 -98 -282 -102 -359 -100 -600 -63 -606 -58.4672 -641.696 -66 -649 -108 -1014 -106 -1255 105 -1258 182 -1258 ,
4_270.000000-7-270.000000,108 -1169 145.376 -1094.25 243 -1061 290 -1000 365 -850 399 -75 238 -21 231 75 56 72 -175 -3 -252 -150 -259 -201 -219 -266 -230 -346 -227.729 -353.3 -270 -434 -274 -511 -237 -517 -208.168 -744.049 -238 -801 -280 -1166 -69 -1169 108 -1169 ,
7_270.000000-1-270.000000,-231 -75 41 -74 272 1 279 52 279.714 276.809 290 285 294 362 295 677 261.502 682.432 300 1017 301 1332 90 1335 -185 1335 -184.608 1273.11 -320 1227 -367 1166 -401 391 -399 75 -238 21 -231 -75 ,
1_270.000000-7-270.000000,185 -1335 184.608 -1273.11 320 -1227 367 -1166 401 -391 399 -75 238 -21 231 75 -41 74 -272 -1 -279 -52 -279.714 -276.809 -290 -285 -294 -362 -295 -677 -261.502 -682.432 -300 -1017 -301 -1332 -90 -1335 185 -1335 ,
7_270.000000-3-270.000000,-162 -450 79 -448 310 -373 317 -322 317 -97.7593 328 -89 332 -12 332 590.857 338 643 338 1400 127 1403 -64 1403 -85.4882 1333.66 -199 1295 -246 1234 -365 850 -399 75 -329.063 51.5427 -330 -300 -169 -354 -162 -450 ,
3_270.000000-7-270.000000,64 -1403 85.4882 -1333.66 199 -1295 246 -1234 365 -850 399 -75 329.063 -51.5427 330 300 169 354 162 450 -79 448 -310 373 -317 322 -317 97.7593 -328 89 -332 12 -332 -590.857 -338 -643 -338 -1400 -127 -1403 64 -1403 ,
7_270.000000-5-270.000000,128 -872 359 -797 366 -746 367.291 -520.731 377 -513 381 -436 381.296 -384.37 398 -332 452 -300 459 -249 419 -184 430 -104 416 -59 470 -16 474 61 432.379 103.392 405 319 438 351 480 716 426 771 300 1026 196 1070 -15 1073 -82 1073 -183 1019 -203.02 969.761 -217 965 -318 911 -365 850 -402 759 -436 -16 -430.766 -122.998 -452 -607 -449 -655 -287.941 -709.811 -281 -805 -90 -870 128 -872 ,
5_270.000000-7-270.000000,82 -1073 183 -1019 203.02 -969.761 217 -965 318 -911 365 -850 402 -759 436 16 430.766 122.998 452 607 449 655 287.941 709.811 281 805 90 870 -128 872 -359 797 -366 746 -367.291 520.731 -377 513 -381 436 -381.296 384.37 -398 332 -452 300 -459 249 -419 184 -430 104 -416 59 -470 16 -474 -61 -432.379 -103.392 -405 -319 -438 -351 -480 -716 -426 -771 -300 -1026 -196 -1070 15 -1073 82 -1073 ,
7_270.000000-6-270.000000,29 -345 260 -270 500 -175 507 -124 473.068 -14.8679 478 21 474.581 31.9953 490 67 547 96 554 147 551 185 517.723 239.075 525 292 522 330 518.071 342.63 565 380 569 457 566 495 523.475 544.506 507.951 666.763 515.197 729.737 533 747 575 1112 572 1150 505 1228 442 1305 454 1843 243 1846 49 1846 29.7629 1777.43 -86 1738 -133 1677 -365 850 -399 75 -379 8 -233.44 -41.5394 -231 -75 -211 -142 -139.47 -166.344 -139 -195 22 -249 29 -345 ,
7_270.000000-0-270.000000,-51 -1163 50 -1144 281 -1069 288 -1018 290.307 -791.922 299 -785 303 -708 314 370 313.317 370.111 320 1025 109 1028 -183 1019 -183.265 956.888 -318 911 -365 850 -388.078 323.951 -459 132 -472.268 -170.422 -480 -190 -514 -965 -353 -1019 -346 -1115 -51 -1163 ,
7_270.000000-7-270.000000,-48 -1094 183 -1019 190 -968 189.352 -954.815 318 -911 365 -850 372 -799 382.175 -567.071 383 -566 387 -489 421 286 398.594 293.515 427 941 266 995 259 1091 48 1094 -183 1019 -190 968 -189.352 954.815 -318 911 -365 850 -372 799 -382.175 567.071 -383 566 -387 489 -421 -286 -398.594 -293.515 -427 -941 -266 -995 -259 -1091 -48 -1094 ,0 0 
2_180.000000-2-270.000000,-162 -4 80 -2 80 75 78 316 -161 317 -238 317 -241 237 -242 -2 -162 -4 ,
2_270.000000-2-180.000000,238 -317 241 -237 242 2 162 4 -80 2 -80 -75 -78 -316 161 -317 238 -317 ,
2_180.000000-4-270.000000,-242 -2 0 0 175 3 252 150 252 227 13 228 -164 228 -239 78 -242 -2 ,
2_180.000000-1-270.000000,-242 -2 30 -1 272 1 273 316 273 393 34 394 -241 394 -244 314 -242 -2 ,
1_270.000000-2-180.000000,241 -394 244 -314 242 2 -30 1 -272 -1 -273 -316 -273 -393 -34 -394 241 -394 ,
6_270.000000-8-270.000000,-232 -827 -60 -701 20 -672 252 155 236 223 258 740 238 807 0 888 -2 1010 -284 1015 -524 920 -516.168 676.897 -571 649 -547 -96 -544 -134 -477 -212 -444.534 -251.681 -426 -827 -232 -827 ,
2_180.000000-8-270.000000,-242 -2 0 0 172 126 252 155 252 232 238.775 288.207 258 740 258 817 -24 822 -263 823 -266 743 -242 -2 ,
8_270.000000-2-180.000000,263 -823 266 -743 242 2 0 0 -172 -126 -252 -155 -252 -232 -238.775 -288.207 -258 -740 -258 -817 24 -822 263 -823 ,
2_180.000000-3-270.000000,-173 -377 69 -375 310 -373 310 -296 310 384 310 461 71 462 -120 462 -239 78 -242 -2 -172 -2 -173 -377 ,
3_270.000000-2-180.000000,120 -462 239 -78 242 2 172 2 173 377 -69 375 -310 373 -310 296 -310 -384 -310 -461 -71 -462 120 -462 ,
2_180.000000-6-270.000000,18 -272 260 -270 500 -175 500 -98 465.788 12.0326 490 67 547 96 547 173 544 211 477 289 415.672 363.957 426 827 426 904 187 905 -7 905 -239 78 -242 -2 -222 -69 16 -150 18 -272 ,
8_270.000000-7-270.000000,207 -1764 205.024 -1702.65 342 -1656 389 -1595 423 -820 399 -75 238 -21 231 75 0 0 -172 -126 -252 -155 -259 -206 -243 -274 -249.321 -422.533 -270 -439 -274 -516 -258 -584 -280 -1101 -272.093 -1102.28 -280 -1171 -264 -1239 -286 -1756 -4 -1761 207 -1764 ,
6_270.000000-2-180.000000,7 -905 239 -78 242 2 222 69 -16 150 -18 272 -260 270 -500 175 -500 98 -465.788 -12.0326 -490 -67 -547 -96 -547 -173 -544 -211 -477 -289 -415.672 -363.957 -426 -827 -426 -904 -187 -905 7 -905 ,
0_270.000000-2-180.000000,-53 -87 239 -78 242 2 243.69 398.28 333 640 336 720 313 849 312.662 857.336 354 962 357 1042 62 1090 -180 1088 -281 1069 -292 -9 -292 -86 -53 -87 ,
2_180.000000-7-270.000000,-59 -1021 183 -1019 183 -956.978 318 -911 365 -850 399 -75 399 2 238 56 231 152 -8 153 -239 78 -246 27 -249 -53 -215.539 -107.374 -217 -118 -219.17 -175.876 -257 -206 -261 -283 -264 -363 -227 -369 -203.716 -552.361 -225 -573 -267 -938 -270 -1018 -59 -1021 ,
7_270.000000-2-180.000000,8 -153 239 -78 246 -27 249 53 215.539 107.374 217 118 219.17 175.876 257 206 261 283 264 363 227 369 203.716 552.361 225 573 267 938 270 1018 59 1021 -183 1019 -183 956.978 -318 911 -365 850 -399 75 -399 -2 -238 -56 -231 -152 8 -153 ,
4_180.000000-2-270.000000,80 -179 80 -2 78 239 -72 314 -149 314 -150 75 -147 -100 0 -177 80 -179 ,
2_270.000000-4-180.000000,149 -314 150 -75 147 100 0 177 -80 179 -80 2 -78 -239 72 -314 149 -314 ,
4_270.000000-4-180.000000,75 -225 150 -75 147 100 0 177 -175 174 -252 27 -252 -150 -102 -225 75 -225 ,
4_180.000000-1-270.000000,0 -177 272 -176 273 139 273 316 123 391 -152 391 -150 75 -147 -100 0 -177 ,
4_180.000000-3-270.000000,69 -552 310 -550 310 -373 310 207 310 384 160 459 -31 459 -150 75 -147 -100 -80.5595 -134.802 -81 -300 -78 -475 69 -552 ,
0_270.000000-1-270.000000,-292 -9 -20 -8 272 1 274 470 366 719 366.86 990.008 387 1041 388 1356 93 1404 -182 1404 -283 1385 -294 307 -292 -9 ,
4_180.000000-5-270.000000,359 -974 361 -625 398 -509 452 -477 452 -300 398 -245 272 10 122 85 18 129 -49 129 -150 75 -187 -16 -184 -191 -175 -375 -165 -453 -164.033 -495.559 -183 -539 -203 -607 -200 -782 -197 -830 -50 -907 141 -972 359 -974 ,
5_270.000000-4-180.000000,49 -129 150 -75 187 16 184 191 175 375 165 453 164.033 495.559 183 539 203 607 200 782 197 830 50 907 -141 972 -359 974 -361 625 -398 509 -452 477 -452 300 -398 245 -272 -10 -122 -85 -18 -129 49 -129 ,
6_270.000000-4-180.000000,-82 -902 150 -75 147 100 127 167 -20 244 -111.373 275.098 -113 370 -260 447 -500 352 -500 175 -484.015 123.588 -490 110 -547 81 -547 -96 -544 -134 -477 -212 -417.843 -284.303 -426 -650 -426 -827 -276 -902 -82 -902 ,
4_180.000000-0-270.000000,180 -1265 281 -1246 292 -168 292 9 142 84 -150 75 -152 -394 -244 -643 -241 -818 -230.407 -877.413 -265 -965 -262 -1140 -115 -1217 180 -1265 ,
0_270.000000-4-180.000000,-142 -84 150 -75 152 394 244 643 241 818 230.407 877.413 265 965 262 1140 115 1217 -180 1265 -281 1246 -292 168 -292 -9 -142 -84 ,
7_270.000000-4-180.000000,-81 -150 150 -75 157 -24 154 151 134.65 182.444 168 209 172 286 169 461 130.18 481.334 120.115 560.596 136 576 178 941 175 1116 28 1193 -183 1196 -183 1133.98 -318 1088 -365 1027 -399 252 -399 75 -249 0 -236.155 -4.3084 -231 -75 -81 -150 ,
4_180.000000-2-180.000000,239 -255 242 -175 242 2 92 77 -150 75 -150 -2 -147 -177 0 -254 239 -255 ,
5_270.000000-3-270.000000,-32 -429 209 -427 310 -373 347 -282 347 254.6 363 309 363 1066 360 1114 169 1179 -49 1181 -240 1181 -359 797 -360.15 596.391 -452 300 -398 245 -382.232 213.088 -383 -75 -329 -130 -203 -385 -99 -429 -32 -429 ,
1_180.000000-2-270.000000,80 -277 80 -2 78 239 1 239 -315 237 -316 -2 -315 -274 -235 -276 80 -277 ,
1_270.000000-1-180.000000,2 -316 318 -314 317 -42 315 274 0 275 -272 274 -273 -41 -273 -316 2 -316 ,
1_180.000000-8-270.000000,0 -275 172 -149 252 -120 252 155 245.91 180.883 258 465 258 740 -24 745 -340 743 -339 471 -315 -274 0 -275 ,
1_180.000000-3-270.000000,69 -650 310 -648 310 -373 310 109 310 384 119 384 -197 382 -316 -2 -315 -274 -246.726 -274.217 -247 -377 -246 -649 69 -650 ,
3_270.000000-1-180.000000,-119 -384 197 -382 316 2 315 274 246.726 274.217 247 377 246 649 -69 650 -310 648 -310 373 -310 -109 -310 -384 -119 -384 ,
1_180.000000-5-270.000000,359 -1072 361 -723 398 -607 452 -575 452 -300 398 -245 272 10 168 54 101 54 -215 52 -316 -2 -353 -93 -352 -365 -343 -549 -337.722 -590.169 -349 -616 -369 -684 -368 -956 -365 -1004 -174 -1069 44 -1071 359 -1072 ,
3_270.000000-3-270.000000,-50 -759 191 -757 310 -373 310 384 241 384 241 759 50 759 -191 757 -310 373 -310 -384 -241 -384 -241 -759 -50 -759 ,
5_270.000000-1-180.000000,-101 -54 215 -52 316 2 353 93 352 365 343 549 337.722 590.169 349 616 369 684 368 956 365 1004 174 1069 -44 1071 -359 1072 -361 723 -398 607 -452 575 -452 300 -398 245 -272 -10 -168 -54 -101 -54 ,
1_180.000000-6-270.000000,260 -545 500 -450 500 -202.912 547 -179 547 96 544 134 477 212 419.971 281.702 426 552 426 827 232 827 -84 825 -316 -2 -315 -274 -295 -341 -57 -422 -55 -544 260 -545 ,
6_270.000000-1-180.000000,-232 -827 84 -825 316 2 315 274 295 341 57 422 55 544 -260 545 -500 450 -500 202.912 -547 179 -547 -96 -544 -134 -477 -212 -419.971 -281.702 -426 -552 -426 -827 -232 -827 ,
1_180.000000-0-270.000000,180 -1363 281 -1344 292 -266 292 9 -24 7 -316 -2 -318 -471 -410 -720 -409.021 -986.35 -431 -1042 -430 -1314 -135 -1362 180 -1363 ,
0_270.000000-1-180.000000,-292 -9 24 -7 316 2 318 471 410 720 409.021 986.35 431 1042 430 1314 135 1362 -180 1363 -281 1344 -292 266 -292 -9 ,
7_270.000000-1-180.000000,-231 -75 85 -73 316 2 323 53 322.178 276.586 334 286 338 363 337 635 300 641 298.863 649.958 302 653 344 1018 343 1290 132 1293 -183 1294 -183 1231.98 -318 1186 -365 1125 -399 350 -399 75 -238 21 -231 -75 ,
2_180.000000-1-180.000000,-242 -2 74 0 316 2 316 79 315 351 76 352 -239 353 -242 273 -242 -2 ,
1_180.000000-4-180.000000,150 -350 150 -75 147 100 0 177 -316 175 -316 -2 -315 -274 -165 -349 150 -350 ,
4_180.000000-1-180.000000,0 -177 316 -175 316 2 315 274 165 349 -150 350 -150 75 -147 -100 0 -177 ,
1_180.000000-1-180.000000,0 -275 316 -273 316 2 315 274 0 275 -316 273 -316 -2 -315 -274 0 -275 ,
8_180.000000-2-270.000000,75 -284 80 -2 78 239 1 239 -744 215 -745 -24 -619 -196 -590 -276 -510 -278 -447.054 -263.189 -5 -282 75 -284 ,
8_180.000000-1-270.000000,-5 -282 267 -281 272 1 273 316 -2 316 -747 292 -745 -24 -619 -196 -590 -276 -318 -275 -295.257 -269.649 -5 -282 ,
1_270.000000-8-180.000000,2 -316 747 -292 745 24 619 196 590 276 318 275 295.257 269.649 5 282 -267 281 -272 -1 -273 -316 2 -316 ,
8_270.000000-8-180.000000,24 -745 769 -721 745 24 619 196 590 276 522 260 5 282 -167 156 -247 127 -252 -155 -241.928 -197.806 -253 -458 -258 -740 24 -745 ,
8_180.000000-3-270.000000,64 -657 305 -655 310 -373 310 384 119 384 -626 360 -745 -24 -675.254 -119.209 -676 -399 -550 -571 -521 -651 -280 -649 -256.108 -643.378 64 -657 ,
5_270.000000-8-180.000000,-101 -54 644 -30 745 24 782 115 773 299 763 377 760 509 747 567 778 638 798 706 795 754 669 926 640 1006 449 1071 231 1073 189.189 1063.16 -136 1077 -354 1079 -359 797 -359.446 719.197 -393 614 -447 582 -452 300 -398 245 -272 -10 -168 -54 -101 -54 ,
8_180.000000-6-270.000000,255 -552 495 -457 499.421 -207.663 542 -186 547 96 544 134 477 212 415.256 287.465 421 545 426 827 232 827 -513 803 -745 -24 -725 -91 -599 -263 -570 -343 -408.953 -397.81 -359 -466 -330 -546 -262 -530 255 -552 ,
6_270.000000-8-180.000000,-232 -827 513 -803 745 24 725 91 599 263 570 343 408.953 397.81 359 466 330 546 262 530 -255 552 -495 457 -499.421 207.663 -542 186 -547 -96 -544 -134 -477 -212 -415.256 -287.465 -421 -545 -426 -827 -232 -827 ,
7_270.000000-8-180.000000,-231 -75 514 -51 745 24 752 75 712 140 723 220 709 265 763 308 767 385 723.163 444.841 698 643 731 675 773 1040 647 1212 618 1292 407 1295 360.518 1284.06 33 1298 -178 1301 -179.106 1238.6 -313 1193 -360 1132 -394 357 -399 75 -238 21 -231 -75 ,
8_180.000000-4-180.000000,145 -357 150 -75 147 100 0 177 -745 153 -745 -24 -619 -196 -590 -276 -440 -351 -372 -335 145 -357 ,
8_180.000000-1-180.000000,-5 -282 311 -280 316 2 315 274 0 275 -745 251 -745 -24 -619 -196 -590 -276 -274 -274 -261.595 -271.081 -5 -282 ,
3_180.000000-2-270.000000,80 -193 80 -2 78 239 -306 358 -383 358 -383.292 288.206 -681 289 -758 289 -759 50 -758 -191 -678 -193 80 -193 ,
2_270.000000-3-180.000000,383 -358 383.292 -288.206 681 -289 758 -289 759 -50 758 191 678 193 -80 193 -80 2 -78 -239 306 -358 383 -358 ,
3_180.000000-8-270.000000,0 -191 172 -65 252 -36 252 155 242.883 193.748 258 549 258 740 -126 859 -408 864 -408 794 -783 795 -782 554 -758 -191 0 -191 ,
8_270.000000-3-180.000000,408 -864 408 -794 783 -795 782 -554 758 191 0 191 -172 65 -252 36 -252 -155 -242.883 -193.748 -258 -549 -258 -740 126 -859 408 -864 ,
3_180.000000-3-270.000000,69 -566 310 -564 310 -373 310 193 310 384 -74 503 -265 503 -286.517 433.567 -449 434 -640 434 -759 50 -758 -191 -689.643 -191 -690 -325 -689 -566 69 -566 ,
3_270.000000-3-180.000000,265 -503 286.517 -433.567 449 -434 640 -434 759 -50 758 191 689.643 191 690 325 689 566 -69 566 -310 564 -310 373 -310 -193 -310 -384 74 -503 265 -503 ,
3_180.000000-5-270.000000,359 -988 361 -639 398 -523 452 -491 452 -300 398 -245 272 10 168 54 -216 173 -283 173 -384 119 -390.316 103.465 -591 104 -658 104 -759 50 -796 -41 -795 -282 -786 -466 -777.65 -531.133 -792 -564 -812 -632 -811 -873 -808 -921 -617 -986 -399 -988 359 -988 ,
5_270.000000-3-180.000000,283 -173 384 -119 390.316 -103.465 591 -104 658 -104 759 -50 796 41 795 282 786 466 777.65 531.133 792 564 812 632 811 873 808 921 617 986 399 988 -359 988 -361 639 -398 523 -452 491 -452 300 -398 245 -272 -10 -168 -54 216 -173 283 -173 ,
4_180.000000-4-270.000000,0 -177 175 -174 252 -27 252 150 102 225 -75 225 -150 75 -147 -100 0 -177 ,
6_270.000000-3-180.000000,152 -946 171.478 -876.569 333 -877 527 -877 759 -50 758 191 738 258 500 339 498 461 -260 461 -500 366 -500 175 -486.567 131.795 -490 124 -547 95 -547 -96 -544 -134 -477 -212 -418.147 -283.931 -426 -636 -426 -827 -42 -946 152 -946 ,
3_180.000000-7-270.000000,183 -1210 183 -1147.98 318 -1102 365 -1041 399 -266 399 -75 238 -21 231 75 -153 194 -366.844 124.57 -528 125 -759 50 -766 -1 -765.073 -224.502 -777 -234 -781 -311 -780 -552 -743 -558 -738.358 -594.559 -745 -601 -787 -966 -786 -1207 -575 -1210 183 -1210 ,
2_0.000000-5-180.000000,434 -531 482 -528 547 -337 550 -257 553 -39 203 -37 87 0 55 54 -187 52 -242 -2 -497 -128 -541 -232 -541 -299 -541 -309 -541 -376 -487 -477 -396 -514 -157 -515 27 -506 97.2199 -496.997 127 -510 195 -530 434 -531 ,
6_180.000000-2-0.000000,-38 -3 204 -1 242 2 320 69 387.321 124.805 693 118 935 120 935 197 935 314 935 391 108 623 -131 624 -198 604 -279 366 -401 364 -404 284 -309 44 -67 46 -63.4898 47.1007 -38 -3 ,
