Key,Outers,Inners
5_180.000000-7-180.000000,40 -20 40 -10 40 0 40 10 20 10 0 10 -20 10 -20.6452 9.67742 -21 10 -50 10 -61 10 -90 10 -90 0 -80 -20 -40 -20 0 -20 40 -20 ,
1_180.000000-4-180.000000,51 -10 80 0 90 20 80 50 70 60 9 60 -40 60 -101 60 -110 50 -120 30 -110 20 -110 0 -99 -10 -29 -10 -19 -10 51 -10 ,
1_180.000000-3-180.000000,11 -10 40 0 50 20 50 40 40 70 29 80 0 80 -81 80 -110 80 -120 60 -120 30 -110 20 -110 0 -99 -10 -59 -10 -41.8571 -5.71429 -29 -10 11 -10 ,
3_180.000000-4-180.000000,80 -30 80 0 70 10 30 10 9 10 -31 10 -40 0 -40 -20 -29 -30 0 -30 51 -30 80 -30 ,
3_180.000000-1-180.000000,110 -80 120 -60 120 -30 110 -20 110 0 99 10 59 10 41.8571 5.71429 29 10 -11 10 -40 0 -50 -20 -50 -40 -40 -70 -29 -80 0 -80 81 -80 110 -80 ,
7_180.000000-1-180.000000,160 -60 170 -40 160 -20 160 -10 150 10 139 20 69 20 59 20 -11 20 -40 10 -50 -10 -50 -30 -40 -60 -20 -60 21 -60 50 -60 70 -60 90 -60 131 -60 160 -60 ,
5_180.000000-4-180.000000,80 -10 80 0 70 10 30 10 9 10 -31 10 -40 0 -40 -10 0 -10 40 -10 80 -10 ,
1_180.000000-1-180.000000,81 -60 110 -50 120 -30 130 -10 120 20 110 50 99 60 29 60 -11 60 -81 60 -110 50 -120 30 -130 10 -120 -20 -110 -50 -99 -60 -29 -60 11 -60 81 -60 ,0 0 
6_180.000000-5-180.000000,40 -10 40 0 40 10 10 10 0 10 -30 10 -30 0 -30 -10 0 -10 10 -10 40 -10 ,
7_180.000000-4-180.000000,130 -10 120 10 110 20 49 20 30 20 -31 20 -40 10 -40 -10 -20 -10 21 -10 40 -10 50 -10 60 -10 101 -10 130 -10 ,
2_180.000000-5-180.000000,0 -10 40 0 69 0 109 0 109 10 109 70 109 80 79 80 79 89 39 89 23 81.8 -1 89 -41 89 -51 40 -51 30 -40 -10 0 -10 ,
0_180.000000-1-180.000000,100 -70 110 -50 120 -30 120 -29 130 -9 120 1 120 21 109.917 30.1667 100 50 89 60 40 53 19 60 -51 50 -80 40 -90 20 -90 -20 -80 -50 -10 -70 100 -70 ,
4_180.000000-2-180.000000,32 -89 41 -79 51 -30 40 10 -40 10 -80 0 -149 0 -149 -70 -139 -80 -118 -80 -109 -89 -48 -89 -40.4 -85.58 -29 -89 32 -89 ,
2_180.000000-3-180.000000,0 -10 40 0 69 0 109 0 109 20 109 70 109 90 98 100 77.9 100 68 109 39 109 19 100 18 100 -12 109 -41 109 -51 60 -51 30 -40 -10 0 -10 ,
7_180.000000-2-180.000000,91 -89 101 -40 90 0 80 20 0 20 -40 10 -109 10 -109 -10 -109 -60 -109 -80 -89 -80 -79 -80 -79 -89 -59 -89 -39 -80 -29 -80 -27.3582 -80.4925 -18 -89 1 -89 11 -89 21 -89 36.375 -81.3125 62 -89 91 -89 ,
2_180.000000-0-180.000000,-30 -60 40 -50 79 -50 149 -40 149 0 149 30 149 70 119 78.5714 119 79 49 99 29 90 0.5 90 -31 99 -41 79 -43.6316 66.1053 -51 58 -61 9 -50 -31 -40 -40 -30 -60 ,
2_180.000000-1-180.000000,70 -60 110 -50 179 -50 189 -30 189 40 179 50 179 70 168 80 147.9 80 138 89 102 80 98 80 95 80 68 89 63.3476 87.3957 58 89 22 80 18 80 -12 89 -41 79 -51 59 -61 10 -50 -30 -40 -60 70 -60 ,
6_180.000000-6-0.000000,30 -10 30 0 30 10 0 10 -30 10 -30 0 -30 -10 0 -10 30 -10 ,
5_180.000000-6-0.000000,30 -10 30 0 30 10 0 10 -10 10 -40 10 -40 0 -40 -10 -10 -10 0 -10 30 -10 ,
4_180.000000-6-0.000000,21 -10 30 0 30 10 0 10 -50 10 -80 10 -80 0 -70 -10 -40 -10 -9 -10 21 -10 ,
3_180.000000-6-0.000000,30 -30 30 -20 30 0 30 10 0 10 -10 10 -40 10 -40 0 -40 -10 -40 -20 -29 -30 0 -30 1 -30 30 -30 ,
7_180.000000-6-0.000000,80 -10 80 0 70 20 40 20 -10 20 -40 20 -40 10 -40 0 -40 -10 -20 -10 -10 -10 10 -10 17.0968 -6.45161 21 -10 50 -10 51 -10 80 -10 ,
6_0.000000-0-180.000000,10 -60 80 -50 80 -40 80 -10 80 0 10 20 -20 20 -30 0 -30 -10 -40 -21 -40 -31 -30 -40 -20 -60 10 -60 ,
6_0.000000-1-180.000000,110 -60 120 -40 120 -30 110 -20 110 -10 110 0 99 10 69 10 46.1429 4.28571 29 10 -1 10 -30 0 -40 -20 -40 -30 -30 -60 0 -60 80 -60 110 -60 ,
3_180.000000-3-180.000000,40 -30 40 -10 40 0 40 20 29 30 0 30 -11 30 -40 30 -40 10 -40 0 -40 -20 -29 -30 0 -30 11 -30 40 -30 ,
1_180.000000-6-0.000000,1 -10 30 0 40 20 40 30 30 60 0 60 -80 60 -110 60 -120 40 -120 30 -110 20 -110 10 -110 0 -99 -10 -69 -10 -46.1429 -4.28571 -29 -10 1 -10 ,
2_180.000000-6-0.000000,-10 -10 30 0 69 0 99 0 99 10 99 70 99 80 69 80 69 89 39 89 19 80 -11 89 -41 89 -51 40 -51 30 -40 -10 -10 -10 ,
5_0.000000-5-180.000000,40 -10 40 0 40 10 0 10 -40 10 -40 0 -40 -10 0 -10 40 -10 ,
5_180.000000-5-0.000000,40 -10 40 0 40 10 0 10 -40 10 -40 0 -40 -10 0 -10 40 -10 ,
5_0.000000-4-180.000000,80 -10 80 0 70 10 30 10 9 10 -31 10 -40 0 -40 -10 0 -10 40 -10 80 -10 ,
4_180.000000-5-0.000000,31 -10 40 0 40 10 0 10 -40 10 -80 10 -80 0 -70 -10 -30 -10 -9 -10 31 -10 ,
5_0.000000-3-180.000000,40 -10 40 0 40 10 40 20 29 30 0 30 -11 30 -40 30 -40 20 -40 0 -40 -10 0 -10 40 -10 ,
3_180.000000-5-0.000000,40 -30 40 -20 40 0 40 10 0 10 -40 10 -40 0 -40 -10 -40 -20 -29 -30 0 -30 11 -30 40 -30 ,
3_180.000000-0-180.000000,10 -80 80 -70 80 -40 80 -30 80 0 10 20 -30 20 -40 0 -40 -10 -50 -21 -50 -41 -39.9167 -50.1667 -30 -70 -19 -80 10 -80 ,
5_0.000000-7-180.000000,40 -20 40 -10 40 0 40 10 20 10 0 10 -20 10 -20.6452 9.67742 -21 10 -50 10 -61 10 -90 10 -90 0 -80 -20 -40 -20 0 -20 40 -20 ,
4_180.000000-6-180.000000,21 -10 30 0 30 10 0 10 -50 10 -80 10 -80 0 -70 -10 -40 -10 -9 -10 21 -10 ,
7_180.000000-7-180.000000,90 -20 90 0 80 20 60 20 19 20 0 20 -10 20 -20 20 -61 20 -90 20 -90 0 -80 -20 -60 -20 -19 -20 0 -20 10 -20 20 -20 61 -20 90 -20 ,0 0 
7_180.000000-5-0.000000,90 -10 90 0 80 20 40 20 0 20 -40 20 -40 10 -40 0 -40 -10 -20 -10 0 -10 20 -10 20.6452 -9.67742 21 -10 50 -10 61 -10 90 -10 ,
5_0.000000-0-180.000000,10 -60 80 -50 80 -40 80 -10 80 0 10 20 -30 20 -40 0 -40 -10 -50 -21 -50 -31 -40 -40 -30 -60 10 -60 ,
0_180.000000-5-180.000000,30 -20 40 0 40 10 50 21 50 31 40 40 30 60 -10 60 -80 50 -80 40 -80 10 -80 0 -10 -20 30 -20 ,
0_180.000000-5-0.000000,30 -20 40 0 40 10 50 21 50 31 40 40 30 60 -10 60 -80 50 -80 40 -80 10 -80 0 -10 -20 30 -20 ,
1_180.000000-5-0.000000,11 -10 40 0 50 20 50 30 40 60 0 60 -70 60 -110 60 -120 40 -120 30 -110 20 -110 10 -110 0 -99 -10 -59 -10 -41.8571 -5.71429 -29 -10 11 -10 ,
6_0.000000-5-0.000000,40 -10 40 0 40 10 10 10 0 10 -30 10 -30 0 -30 -10 0 -10 10 -10 40 -10 ,
5_0.000000-5-0.000000,40 -10 40 0 40 10 0 10 -40 10 -40 0 -40 -10 0 -10 40 -10 ,
4_0.000000-6-180.000000,40 -10 40 0 30 10 0 10 -30 10 -60 10 -70 0 -70 -10 -40 -10 10 -10 40 -10 ,
4_180.000000-3-180.000000,31 -10 40 0 40 20 29 30 0 30 -51 30 -80 30 -80 0 -70 -10 -30 -10 -9 -10 31 -10 ,
1_180.000000-0-180.000000,-19 -60 51 -50 80 -40 90 -20 90 20 80 50 10 70 -100 70 -110 50 -120 30 -120 29 -130 9 -120 -1 -120 -21 -109.917 -30.1667 -100 -50 -89 -60 -40 -53 -19 -60 ,
6_180.000000-4-0.000000,60 -10 70 0 70 10 40 10 -10 10 -40 10 -40 0 -30 -10 0 -10 30 -10 60 -10 ,
4_0.000000-5-180.000000,50 -10 50 0 40 10 0 10 -20 10 -60 10 -70 0 -70 -10 -30 -10 10 -10 50 -10 ,
5_180.000000-4-0.000000,60 -10 70 0 70 10 30 10 -10 10 -50 10 -50 0 -40 -10 0 -10 20 -10 60 -10 ,
4_0.000000-3-180.000000,50 -10 50 10 40 20 29 30 0 30 -31 30 -60 30 -70 20 -70 -10 -30 -10 10 -10 50 -10 ,
6_180.000000-4-180.000000,80 -10 80 0 70 10 40 10 9 10 -21 10 -30 0 -30 -10 0 -10 50 -10 80 -10 ,
3_180.000000-4-0.000000,60 -30 70 -20 70 10 30 10 -10 10 -50 10 -50 -10 -40 -20 -29 -30 0 -30 31 -30 60 -30 ,
7_180.000000-4-0.000000,110 -10 120 0 110 20 30 20 -50 20 -50 0 -40 -10 -20 -10 20 -10 21 -10 40 -10 50 -10 81 -10 110 -10 ,
1_180.000000-4-0.000000,31 -10 60 0 70 10 80 30 70 60 -10 60 -40 60 -120 60 -130 40 -120 30 -120 10 -110 0 -99 -10 -39 -10 -33.2857 -8.57143 -29 -10 31 -10 ,
4_0.000000-5-0.000000,50 -10 50 0 40 10 0 10 -20 10 -60 10 -70 0 -70 -10 -30 -10 10 -10 50 -10 ,
5_0.000000-4-0.000000,60 -10 70 0 70 10 30 10 -10 10 -50 10 -50 0 -40 -10 0 -10 20 -10 60 -10 ,
4_0.000000-4-0.000000,70 -10 80 0 70 10 10 10 -10 10 -70 10 -80 0 -70 -10 -10 -10 10 -10 70 -10 ,
3_0.000000-6-180.000000,30 -20 30 -10 30 0 30 10 20 20 -10 20 -40 20 -40 10 -40 -10 -40 -20 -10 -20 0 -20 30 -20 ,
6_180.000000-3-0.000000,40 -20 40 -10 40 10 40 20 10 20 0 20 -30 20 -30 10 -30 0 -30 -10 -20 -20 10 -20 40 -20 ,
3_0.000000-5-180.000000,40 -20 40 -10 40 0 40 10 30 20 0 20 -10 20 -40 20 -40 10 -40 -10 -40 -20 0 -20 40 -20 ,
5_180.000000-3-0.000000,40 -20 40 -10 40 10 40 20 0 20 -40 20 -40 10 -40 0 -40 -10 -30 -20 0 -20 10 -20 40 -20 ,
4_180.000000-3-0.000000,31 -20 40 -10 40 20 0 20 -40 20 -80 20 -80 0 -70 -10 -60 -20 -30 -20 1 -20 31 -20 ,
1_0.000000-5-180.000000,30 -20 40 0 40 10 30 20 30 30 30 40 20 50 -20 50 -37.1429 45.7143 -50 50 -90 50 -120 40 -130 20 -130 10 -120 -20 -80 -20 -10 -20 30 -20 ,
6_180.000000-5-0.000000,40 -10 40 0 40 10 10 10 0 10 -30 10 -30 0 -30 -10 0 -10 10 -10 40 -10 ,
5_180.000000-1-0.000000,90 -50 120 -40 130 -20 130 -10 120 20 80 20 10 20 -30 20 -40 0 -40 -10 -30 -20 -30 -30 -30 -40 -20 -50 20 -50 37.1429 -45.7143 50 -50 90 -50 ,
3_0.000000-4-180.000000,80 -20 80 0 70 10 60 20 30 20 -1 20 -31 20 -40 10 -40 -20 0 -20 40 -20 80 -20 ,
3_0.000000-3-180.000000,40 -20 40 0 40 20 30 30 19 40 -10 40 -11 40 -40 40 -40 10 -40 -20 0 -20 40 -20 ,
4_0.000000-1-0.000000,100 -50 130 -40 140 -20 130 10 120 20 60 20 10 20 -50 20 -60 10 -70 -10 -60 -20 -60 -40 -50 -50 20 -50 30 -50 100 -50 ,
6_0.000000-6-180.000000,30 -10 30 0 30 10 0 10 -30 10 -30 0 -30 -10 0 -10 30 -10 ,
2_180.000000-5-0.000000,0 -10 40 0 69 0 109 0 109 10 109 70 109 80 79 80 79 89 39 89 23 81.8 -1 89 -41 89 -51 40 -51 30 -40 -10 0 -10 ,
6_180.000000-0-0.000000,70 -70 80 -50 80 -40 90 -30 90 -20 80 -10 70 10 40 10 -30 0 -30 -10 -30 -40 -30 -50 40 -70 70 -70 ,
0_180.000000-6-0.000000,20 -20 30 0 30 10 40 21 40 31 30 40 20 60 -10 60 -80 50 -80 40 -80 10 -80 0 -10 -20 20 -20 ,
3_0.000000-7-0.000000,90 -20 90 0 80 20 70 30 40 30 -10 30 -40 30 -40 10 -40 0 -40 -20 -20 -20 0 -20 20 -20 50 -20 60 -20 90 -20 ,
4_180.000000-4-0.000000,51 -10 61 0 70 10 -10 10 -90 10 -80 0 -70 -10 -10 -10 -9 -10 51 -10 ,
2_180.000000-3-0.000000,0 -20 40 -10 79 -10 109 -10 109 20 109 60 109 90 79 90 79 99 39 99 23 91.8 -1 99 -41 99 -51 50 -51 30 -40 -10 -30 -20 0 -20 ,
7_0.000000-3-0.000000,40 -30 40 -10 40 0 40 20 20 20 0 20 -20 20 -50 20 -60 20 -90 20 -90 0 -80 -20 -70 -30 -40 -30 10 -30 40 -30 ,
6_0.000000-1-0.000000,90 -50 120 -40 130 -20 130 -10 120 20 90 20 10 20 -20 20 -30 0 -30 -10 -20 -20 -20 -30 -20 -40 -10 -50 20 -50 42.8571 -44.2857 60 -50 90 -50 ,
1_180.000000-1-0.000000,61 -50 91 -40 120 -30 130 -10 140 10 130 40 120 70 10 70 -100 70 -110 50 -120 30 -110 20 -110 0 -100 -10 -100 -30 -90 -40 -79 -50 -39 -40 -9 -50 31 -40 61 -50 ,
0_180.000000-2-0.000000,0 -60 40 -50 110 -50 120 -30 120 -20 130 -9 130 61 120 70 110 90 85 90 80 100 24 92 0 100 -70 90 -80 40 -80 0 -70 -40 0 -60 ,
5_0.000000-6-180.000000,30 -10 30 0 30 10 0 10 -10 10 -40 10 -40 0 -40 -10 -10 -10 0 -10 30 -10 ,
0_180.000000-7-0.000000,80 -20 90 0 90 10 100 21 90 41 80 50 70 70 -10 70 -80 60 -80 40 -80 20 -80 0 -10 -20 10 -20 24.5455 -12.7273 50 -20 80 -20 ,
3_180.000000-2-180.000000,41 -109 51 -60 51 -30 40 10 0 10 -40 0 -69 0 -109 0 -109 -20 -109 -70 -109 -90 -98 -100 -77.9 -100 -68 -109 -39 -109 -19 -100 -18 -100 12 -109 41 -109 ,
6_0.000000-5-180.000000,40 -10 40 0 40 10 10 10 0 10 -30 10 -30 0 -30 -10 0 -10 10 -10 40 -10 ,
2_180.000000-2-0.000000,-30 -50 10 -40 79 -40 80 -40 120 -30 189 -30 189 40 189 110 159 110 159 119 159 120 129 120 129 129 109 120 79 120 49 129 29 120 -1 120 -31 129 -41 80 -51 30 -41 -10 -30 -50 ,
1_180.000000-7-180.000000,11 -20 40 -10 50 10 50 30 40 60 20 60 -21 60 -50 60 -70 60 -90 60 -131 60 -160 60 -170 40 -160 20 -160 10 -150 -10 -139 -20 -69 -20 -59 -20 11 -20 ,
7_0.000000-1-0.000000,90 -60 120 -50 130 -30 130 -10 120 20 100 20 60 20 30 20 10 20 -10 20 -50 20 -80 20 -90 0 -80 -20 -80 -30 -70 -50 -60 -60 10 -60 20 -60 90 -60 ,
5_180.000000-3-180.000000,40 -10 40 0 40 10 40 20 29 30 0 30 -11 30 -40 30 -40 20 -40 0 -40 -10 0 -10 40 -10 ,
1_0.000000-0-0.000000,60 -80 70 -60 80 -40 90 -20 80 -10 80 10 70 20 60 40 50 50 1 43 -20 50 -90 40 -120 30 -130 10 -130 -30 -120 -60 -50 -80 60 -80 ,
3_0.000000-0-0.000000,70 -80 80 -60 80 -50 90 -40 90 -20 80 -10 70 10 60 20 30 20 -40 10 -40 -20 -40 -30 -40 -60 30 -80 70 -80 ,
6_0.000000-4-180.000000,80 -10 80 0 70 10 40 10 9 10 -21 10 -30 0 -30 -10 0 -10 50 -10 80 -10 ,
5_0.000000-0-0.000000,70 -70 80 -50 80 -40 90 -30 90 -20 80 -10 70 10 30 10 -40 0 -40 -10 -40 -40 -40 -50 30 -70 70 -70 ,
4_180.000000-1-180.000000,101 -60 110 -50 120 -30 110 -20 110 0 99 10 29 10 19 10 -51 10 -80 0 -90 -20 -80 -50 -70 -60 -9 -60 40 -60 101 -60 ,
1_0.000000-7-0.000000,80 -20 90 0 80 20 80 30 70 50 60 60 -10 60 -20 60 -90 60 -120 50 -130 30 -130 10 -120 -20 -100 -20 -60 -20 -30 -20 -10 -20 10 -20 50 -20 80 -20 ,
1_0.000000-4-180.000000,70 -20 80 0 70 10 70 30 60 40 50 50 -11 50 -16.1429 48.7143 -20 50 -81 50 -111 40 -120 30 -130 10 -120 -20 -40 -20 -10 -20 70 -20 ,
0_0.000000-2-0.000000,-60 -50 10 -40 50 -40 120 -30 120 10 120 40 120 80 90 88.5714 90 90 20 110 0 100 -25 100 -60 110 -70 90 -72.5 77.5 -80 70 -90 20 -80 -20 -70 -30 -60 -50 ,
5_0.000000-2-0.000000,10 -50 50 -40 80 -40 120 -40 120 -30 120 30 120 40 90 40 90 50 50 50 34 42 10 50 -30 50 -40 0 -40 -10 -30 -50 10 -50 ,
6_180.000000-1-0.000000,90 -50 120 -40 130 -20 130 -10 120 20 90 20 10 20 -20 20 -30 0 -30 -10 -20 -20 -20 -30 -20 -40 -10 -50 20 -50 42.8571 -44.2857 60 -50 90 -50 ,
2_180.000000-6-180.000000,-10 -10 30 0 69 0 99 0 99 10 99 70 99 80 69 80 69 89 39 89 19 80 -11 89 -41 89 -51 40 -51 30 -40 -10 -10 -10 ,
0_180.000000-1-0.000000,80 -60 110 -50 120 -30 130 -10 130 -9 140 11 130 41 120 50 110 70 0 70 -70 60 -80 40 -80 0 -70 -10 -70 -30 -60 -40 10 -60 47.3333 -50.6667 80 -60 ,
2_0.000000-5-180.000000,30 -50 40 0 40 10 30 50 -10 50 -50 40 -80 40 -120 40 -120 30 -120 -30 -120 -40 -90 -40 -90 -50 -50 -50 -34 -42 -10 -50 30 -50 ,
2_0.000000-5-0.000000,30 -50 40 0 40 10 30 50 -10 50 -50 40 -80 40 -120 40 -120 30 -120 -30 -120 -40 -90 -40 -90 -50 -50 -50 -34 -42 -10 -50 30 -50 ,
2_180.000000-2-180.000000,1 -89 41 -79 110 -79 120 -30 120 40 109 80 81.475 80 79 89 43 80 29 80 -1 89 -41 79 -110 79 -120 30 -120 -40 -109 -80 -81.475 -80 -79 -89 -43 -80 -29 -80 1 -89 ,0 0 
6_0.000000-3-180.000000,40 -10 40 0 40 10 40 20 29 30 0 30 -1 30 -30 30 -30 20 -30 0 -30 -10 0 -10 10 -10 40 -10 ,
3_0.000000-2-0.000000,10 -60 50 -50 80 -50 120 -50 120 -30 120 20 120 40 110 50 90 50 80 60 50 60 30 50 0 60 -30 60 -40 10 -40 -20 -30 -60 10 -60 ,
1_0.000000-7-180.000000,30 -30 40 -10 40 10 30 20 30 40 20 50 0 50 -28.5714 42.8571 -35.7895 45.2632 -41 50 -50 50 -70 50 -93.4286 44.1429 -111 50 -140 50 -170 40 -180 20 -170 -10 -160 -30 -80 -30 -50 -30 30 -30 ,
5_0.000000-1-0.000000,90 -50 120 -40 130 -20 130 -10 120 20 80 20 10 20 -30 20 -40 0 -40 -10 -30 -20 -30 -30 -30 -40 -20 -50 20 -50 37.1429 -45.7143 50 -50 90 -50 ,
3_0.000000-1-0.000000,90 -60 120 -50 130 -30 130 -10 120 20 110 30 80 30 0 30 -30 30 -40 10 -40 -20 -30 -30 -30 -50 -20 -60 20 -60 37.1429 -55.7143 50 -60 90 -60 ,
2_0.000000-4-0.000000,50 -50 60 -40 70 10 60 50 -20 50 -60 40 -130 40 -130 -30 -120 -40 -100 -40 -90 -50 -30 -50 -22 -46 -10 -50 50 -50 ,
2_0.000000-3-0.000000,30 -60 40 -10 40 20 30 60 -10 60 -50 50 -80 50 -120 50 -120 30 -120 -20 -120 -40 -110 -50 -90 -50 -80 -60 -50 -60 -30 -50 0 -60 30 -60 ,
5_180.000000-2-180.000000,41 -89 51 -40 51 -30 40 10 0 10 -40 0 -69 0 -109 0 -109 -10 -109 -70 -109 -80 -79 -80 -79 -89 -39 -89 -23 -81.8 1 -89 41 -89 ,
4_0.000000-7-180.000000,50 -20 50 0 40 10 20 10 -20 10 -21 10 -40 10 -50 10 -81 10 -110 10 -120 0 -110 -20 -30 -20 50 -20 ,
1_0.000000-3-180.000000,30 -20 40 0 40 20 30 30 30 50 20 60 9 70 -20 70 -43.4286 64.1429 -61 70 -90 70 -120 60 -130 40 -130 10 -120 -20 -80 -20 -10 -20 30 -20 ,
1_0.000000-2-0.000000,0 -60 40 -50 110 -50 120 -30 120 40 110 50 110 70 100 80 80 80 70 90 30 80 0 90 -5 88.3333 -10 90 -50 80 -80 90 -110 80 -120 60 -130 10 -120 -30 -110 -60 0 -60 ,
2_0.000000-6-180.000000,20 -50 30 0 30 10 20 50 -10 50 -50 40 -90 40 -120 40 -120 30 -120 -30 -120 -40 -90 -40 -90 -50 -60 -50 -40 -40 -10 -50 20 -50 ,
2_0.000000-2-0.000000,0 -90 40 -80 110 -80 120 -30 120 40 110 80 82.5 80 80 90 40 80 30 80 0 90 -40 80 -110 80 -120 30 -120 -40 -110 -80 -82.5 -80 -80 -90 -40 -80 -30 -80 0 -90 ,0 0 
2_180.000000-1-0.000000,50 -50 90 -40 159 -40 189 -30 199 -10 199 60 189 90 162 90 159 99 79 99 49 99 -31 99 -41 79 -51 30 -40 -10 -37.5862 -12.4138 -30 -40 -20 -50 20 -40 50 -50 ,
7_180.000000-2-0.000000,60 -50 100 -40 141 -40 170 -40 170 30 160 50 135 50 130 60 50 60 -30 60 -40 10 -40 -10 -30 -50 -10 -50 22.1569 -41.9608 31 -50 60 -50 ,
5_0.000000-6-0.000000,30 -10 30 0 30 10 0 10 -10 10 -40 10 -40 0 -40 -10 -10 -10 0 -10 30 -10 ,
6_0.000000-2-0.000000,10 -50 50 -40 90 -40 120 -40 120 -30 120 30 120 40 90 40 90 50 60 50 40 40 10 50 -20 50 -30 0 -30 -10 -20 -50 10 -50 ,
0_0.000000-5-0.000000,-30 -10 40 0 40 10 40 40 40 50 -30 70 -70 70 -80 50 -80 40 -90 30 -90 20 -80 10 -70 -10 -30 -10 ,
0_180.000000-3-180.000000,30 -20 40 0 40 10 50 21 50 41 39.9167 50.1667 30 70 19 80 -10 80 -80 70 -80 40 -80 30 -80 0 -10 -20 30 -20 ,
5_180.000000-2-0.000000,10 -50 50 -40 80 -40 120 -40 120 -30 120 30 120 40 90 40 90 50 50 50 34 42 10 50 -30 50 -40 0 -40 -10 -30 -50 10 -50 ,
4_0.000000-4-180.000000,90 -10 80 0 70 10 10 10 9 10 -51 10 -61 0 -70 -10 10 -10 90 -10 ,
1_180.000000-2-0.000000,-19 -50 21 -40 91 -40 120 -30 130 -10 130 60 120 90 93.3333 90 90 100 10 100 -20 100 -100 100 -110 80 -120 30 -110 -10 -106.667 -13.3333 -100 -40 -89 -50 -49 -40 -19 -50 ,
0_0.000000-7-180.000000,-30 -20 40 -10 40 10 40 30 40 50 -30 70 -50 70 -64.9091 62.5455 -91 70 -120 70 -130 50 -130 40 -140 30 -130 10 -120 0 -110 -20 -30 -20 ,
2_0.000000-0-0.000000,60 -110 70 -90 72.5 -77.5 80 -70 90 -20 80 20 70 30 60 50 -10 40 -50 40 -120 30 -120 -10 -120 -40 -120 -80 -90 -88.5714 -90 -90 -20 -110 0 -100 25 -100 60 -110 ,
2_0.000000-1-180.000000,100 -100 110 -80 120 -30 110 10 106.667 13.3333 100 40 89 50 49 40 19 50 -21 40 -91 40 -120 30 -130 10 -130 -60 -120 -90 -93.3333 -90 -90 -100 -10 -100 20 -100 100 -100 ,
1_0.000000-6-0.000000,20 -20 30 0 30 10 20 20 20 30 20 40 10 50 -20 50 -42.8571 44.2857 -60 50 -90 50 -120 40 -130 20 -130 10 -120 -20 -90 -20 -10 -20 20 -20 ,
3_180.000000-3-0.000000,40 -40 40 -10 40 20 0 20 -40 20 -40 0 -40 -20 -30 -30 -19 -40 10 -40 11 -40 40 -40 ,
