Key,Outers,Inners
6_270.000000-4-270.000000,0 -2900 1100 -2899 1100 -1900 1100 1 1100 1000 0 1000 -601.367 899.772 -1100 999 -2200 999 -2600 599 -3300 599 -3700 -101 -3700 -701 -3700 -1101 -3700 -1701 -3400 -2501 -2600 -2501 -2200 -2900 -1100 -2899 -602.741 -2800.05 0 -2900 ,
6_270.000000-7-270.000000,600 -3300 1300 -3099 1300 -2399 1500 -2099 1500 400 1500 801 1500 3300 0 3300 -383.683 3236.05 -700 3299 -2200 3299 -2600 2899 -3300 2899 -3700 2199 -3700 1599 -3700 -1101 -3700 -1701 -3400 -2501 -2800 -2901 -2198.5 -2901 -1600 -3300 -600 -3101 600 -3300 ,
7_270.000000-6-270.000000,0 -3300 383.683 -3236.05 700 -3299 2200 -3299 2600 -2899 3300 -2899 3700 -2199 3700 -1599 3700 1101 3700 1701 3400 2501 2800 2901 2198.5 2901 1600 3300 600 3101 -600 3300 -1300 3099 -1300 2399 -1500 2099 -1500 -400 -1500 -801 -1500 -3300 0 -3300 ,
6_270.000000-2-270.000000,0 -2900 1400 -2899 1400 -2599 1700 -2199 1700 400 1700 701 1700 3300 0 3300 -274.84 3254.19 -500 3299 -2200 3299 -2600 2899 -3300 2899 -3700 2199 -3700 1599 -3700 -1101 -3700 -1701 -3400 -2501 -2600 -2501 -2200 -2900 -800 -2899 -439.105 -2827.18 0 -2900 ,
0_270.000000-6-270.000000,0 -2100 6 -2099 2200 -2099 2600 -1699 3300 -1699 3700 -999 3700 -399 3700 1101 3700 1701 3400 2501 2600 2501 2200 2900 6.01367 2899 0 2900 -2200 2899 -2800 2199 -2800 1499 -2800 -701 -2800 -1401 -2200 -2100 0 -2100 ,
6_270.000000-6-270.000000,0 -2900 1100.25 -2716.62 2200 -2899 2600 -2499 3300 -2499 3700 -1799 3700 -1199 3700 1101 3700 1701 3400 2501 2600 2501 2200 2900 1102.76 2717.13 0 2900 -1100.25 2716.62 -2200 2899 -2600 2499 -3300 2499 -3700 1799 -3700 1199 -3700 -1101 -3700 -1701 -3400 -2501 -2600 -2501 -2200 -2900 -1102.76 -2717.13 0 -2900 ,0 0 
5_270.000000-5-180.000000,0 -2000 200 -1800 399 -800 199 200 -801 399 -1801 199 -2000 -1 -1801 -801 -2000 -1601 -1800 -1801 -1600 -2000 -800 -1801 0 -2000 ,
5_180.000000-1-270.000000,301 -2100 500 -1900 400.286 -1499.14 600 -900 475.375 -398.995 500 -300 437.422 -49.6871 500 200 487.812 248.995 600 700 400.4 1399.6 500 1800 300 2000 -200 1800 -399 800 -229.426 -47.8697 -399 -900 -199 -1900 301 -2100 ,
1_270.000000-5-180.000000,-300 -2000 200 -1800 399 -800 229.426 47.8697 399 900 199 1900 -301 2100 -500 1900 -400.286 1499.14 -600 900 -475.375 398.995 -500 300 -437.422 49.6871 -500 -200 -487.812 -248.995 -600 -700 -400.4 -1399.6 -500 -1800 -300 -2000 ,
4_270.000000-5-180.000000,200 -2800 399 -1800 399 -800 199 200 -901 199 -1100 -1 -1100 -1000 -1025.25 -1300.5 -1100 -1601 -1100 -2600 -900 -2800 200 -2800 ,
5_270.000000-3-270.000000,-200 -200 3700 -199 3900 1 3900 400 2900 599 -1000 599 -2000 399 -2000 -1 -1800 -200 -201.648 -199.59 -200 -200 ,
5_180.000000-3-270.000000,-199 -200 3701 -199 3900 1 3900 400 3750.63 1000.5 3900 1601 3900 2000 3700 2200 -200 2200 -399 1200 -399 800 -199 -200 ,
3_270.000000-5-180.000000,200 -2200 399 -1200 399 -800 199 200 -3701 199 -3900 -1 -3900 -400 -3750.63 -1000.5 -3900 -1601 -3900 -2000 -3700 -2200 200 -2200 ,
5_180.000000-7-270.000000,401 -600 1101 -399 1300 -199 1300 501 1500 801 1331.93 1725.36 1500 2401 1428.05 2796.72 1500 3300 1354.74 3883.94 1500 4900 1300 5100 -200 5100 -399 4100 -399 800 -199 -200 401 -600 ,
5_180.000000-0-270.000000,-199 -200 2001 -199 2200 1 2800 701 2800 1401 2688.06 1851 2800 2301 2800 3001 2200 3700 2000 3900 -200 3900 -399 2900 -399 800 -199 -200 ,
0_270.000000-5-180.000000,200 -3900 399 -2900 399 -800 199 200 -2001 199 -2200 -1 -2800 -701 -2800 -1401 -2688.06 -1851 -2800 -2301 -2800 -3001 -2200 -3700 -2000 -3900 200 -3900 ,
6_270.000000-5-180.000000,200 -4700 399 -3700 399 -800 199 200 -1001 0 -2001 199 -2401 -201 -3101 -201 -3300 -401 -3700 -1101 -3580.6 -1581 -3700 -1701 -3575.62 -2201 -3700 -2701 -3580.48 -2820.52 -3700 -3301 -3400 -4101 -3200 -4301 -2400 -4301 -2000 -4700 -1000 -4501 200 -4700 ,
5_180.000000-5-180.000000,1 -2000 200 -1800 399 -800 239.401 -2.00501 399 800 199 1800 -1 2000 -200 1800 -399 800 -239.401 2.00501 -399 -800 -199 -1800 1 -2000 ,0 0 
1_180.000000-5-270.000000,299 -399 1098.25 -239.15 1399 -299 2399 -99 2199 401 1999 600 1153.94 412.209 399 600 346.059 588.235 299 600 -501 401 -1301 600 -1501 400 -1701 -100 -701 -299 -452.88 -249.376 299 -399 ,
1_180.000000-4-270.000000,-701 -200 399 -199 747.104 -99.6835 1499 -99 1499 900 1299 1400 199 1400 -118.647 1329.41 -401 1400 -1501 1400 -1701 900 -1701 -100 -1002.9 -99.3654 -701 -200 ,
3_270.000000-1-180.000000,1501 -800 1701 -300 1701 100 1001.54 99.8207 701 200 -3199 199 -3548.83 99.1924 -4299 99 -4299 -300 -4099 -800 -2399 -800 -199 -800 1501 -800 ,
7_270.000000-1-180.000000,1501 -3700 1701 -3200 1701 100 1101 500 701 400 101 600 -600 400 -999 500 -1699 299 -1699 -401 -1899 -701 -1699 -1801 -1899 -3200 -1699 -3700 -199 -3700 -93.1176 -3676.47 1 -3700 1501 -3700 ,
1_180.000000-2-270.000000,-701 -200 699 -199 1047.62 -99.5367 1799 -99 1799 201 2099 601 1899 1901 2099 3200 1899 3700 199 3700 -1501 3700 -1701 3200 -1701 -100 -1002.5 -99.5011 -701 -200 ,
5_270.000000-4-270.000000,-200 -200 900 -199 1100 1 1100 1000 100 1199 -1000 1199 -2000 999 -2000 -1 -1800 -200 -700 -199 -452.01 -137.312 -200 -200 ,
0_270.000000-1-180.000000,1501 -2500 1701 -2000 1701 100 1001.95 99.6823 701 200 -1499 199 -1848.3 99.3412 -2599 99 -3199 -601 -3199 -1301 -2999 -1801 -2399 -2500 -699 -2500 -199 -2500 1501 -2500 ,
1_180.000000-1-180.000000,800 -600 1500.53 -400.133 1900 -500 2100 0 1900 500 1480 406.667 900 600 317.647 470.588 200 500 -0.250313 449.937 -200 500 -305.882 476.471 -800 600 -1500.53 400.133 -1900 500 -2100 0 -1900 -500 -1480 -406.667 -900 -600 -317.647 -470.588 -200 -500 0.250313 -449.937 200 -500 305.882 -476.471 800 -600 ,0 0 
4_180.000000-1-270.000000,500 -3000 500 -2300 600 -2000 600 -900 500 -549.5 500 200 -500 200 -1000 0 -999 -1100 -928.882 -1415.53 -1000 -1700 -999 -2800 -499 -3000 500 -3000 ,
4_180.000000-4-270.000000,0 -1100 1100 -1099 1100 -100 1100 1 1100 1000 100 1000 0 1000 -1000 1000 -1000 0 -999 -1100 0 -1100 ,
3_270.000000-4-180.000000,1000 -400 1000 0 999 1100 0 1100 -3900 1099 -3900 700 -3900 -1 -3900 -400 -2900 -400 0 -400 1000 -400 ,
7_270.000000-4-180.000000,1000 -3300 1000 0 999 1100 399 1500 -600 1500 -1300 1299 -1300 599 -1500 299 -1500 -801 -1388.04 -1416.81 -1500 -2200 -1500 -3300 -500 -3300 0 -3300 1000 -3300 ,
4_180.000000-2-270.000000,0 -1100 1400 -1099 1400 -799 1700 -399 1700 701 1584.65 1450.79 1700 2200 1700 3300 700 3300 0 3300 -1000 3300 -1000 0 -999 -1100 0 -1100 ,
2_270.000000-4-180.000000,1000 -3300 1000 0 999 1100 0 1100 -1400 1099 -1400 799 -1700 399 -1700 -701 -1584.65 -1450.79 -1700 -2200 -1700 -3300 -700 -3300 0 -3300 1000 -3300 ,
4_180.000000-6-270.000000,0 -1100 656.333 -990.611 1201 -1099 2200 -1099 2600 -699 3300 -699 3700 1 3700 601 3700 1101 3700 1701 3400 2501 2600 2501 2200 2900 1200 2900 654.545 2791.45 0 2900 -1000 2900 -1000 0 -999 -1100 0 -1100 ,
4_180.000000-4-180.000000,1000 -1100 1000 0 999 1100 0 1100 -1 1100 -1000 1100 -1000 0 -999 -1100 0 -1100 1 -1100 1000 -1100 ,
3_180.000000-1-270.000000,500 -5800 500 -5100 600 -4800 600 -900 500 -549.5 500 200 100 200 -400 0 -399.565 -1698.26 -400 -1700 -399 -5600 101 -5800 500 -5800 ,
1_270.000000-3-180.000000,-100 -200 400 0 399.565 1698.26 400 1700 399 5600 -101 5800 -500 5800 -500 5100 -600 4800 -600 900 -500 549.5 -500 -200 -100 -200 ,
3_270.000000-3-180.000000,400 -400 400 0 399 3900 0 3900 -3900 3899 -3900 3500 -3900 -1 -3900 -400 -3500 -400 0 -400 400 -400 ,
7_270.000000-3-180.000000,400 -3300 400 0 399 3900 -201 4300 -600 4300 -1300 4099 -1300 3399 -1500 3099 -1500 600 -1500 -801 -1500 -3300 -1100 -3300 0 -3300 400 -3300 ,
3_270.000000-4-270.000000,0 -400 1100 -399 1100 1 1100 600 1100 1000 0 1000 -3900 999 -3900 600 -3900 -1 -3900 -400 0 -400 ,
3_180.000000-2-270.000000,0 -3900 1400 -3899 1400 -3599 1700 -3199 1700 -600 1700 701 1700 3300 1300 3300 0 3300 -400 3300 -400 0 -399 -3900 0 -3900 ,
0_270.000000-5-270.000000,1000 -2299 2000 -2099 2000 1 1800 200 202.918 199.274 200 200 -2000 199 -2200 -1 -2800 -701 -2800 -1401 -2200 -2100 -1200 -2299 1000 -2299 ,
3_180.000000-0-270.000000,0 -3900 2200 -3899 2800 -3199 2800 -2499 2800 701 2800 1401 2200 2100 1800 2100 0 2100 -400 2100 -400 0 -399 -3900 0 -3900 ,
0_270.000000-3-180.000000,400 -2100 400 0 399 3900 0 3900 -2200 3899 -2800 3199 -2800 2499 -2800 -701 -2800 -1401 -2200 -2100 -1800 -2100 0 -2100 400 -2100 ,
4_180.000000-1-180.000000,1501 -1500 1701 -1000 1701 100 1001 100 701 200 -299 200 -649.5 100 -1399 100 -1398 -1000 -1198 -1500 -199 -1500 172.118 -1417.53 502 -1500 1501 -1500 ,
6_270.000000-3-180.000000,400 -2900 400 0 399 3900 0 3900 -982.86 3736.19 -1801 3899 -2200 3899 -2600 3499 -2901 3499 -3300 3499 -3700 2799 -3700 2199 -3700 -1101 -3700 -1701 -3400 -2501 -3000 -2501 -2600 -2501 -2200 -2900 -1800 -2900 -981.818 -2737.18 0 -2900 400 -2900 ,
3_180.000000-1-180.000000,1501 -4300 1701 -3800 1701 100 1301 100 1129.57 57.1429 701 200 301 200 -212.942 53.3689 -399 100 -799 100 -798 -3800 -598 -4300 -199 -4300 489.765 -4146.94 1102 -4300 1501 -4300 ,
3_180.000000-3-180.000000,400 -3900 400 0 399 3900 0 3900 -1 3900 -400 3900 -400 0 -399 -3900 0 -3900 1 -3900 400 -3900 ,
3_180.000000-5-180.000000,200 -5700 399 -4700 399 -800 199 200 -201 200 -400 0 -399.59 -1598.35 -400 -1600 -399 -5500 -199 -5700 200 -5700 ,
7_180.000000-5-270.000000,1000 -1699 2000 -1499 2000 1 1800 200 200 200 -1500 200 -3100 200 -3300 0 -3700 -600 -3500 -1300 -2502.14 -1498.57 -2500 -1500 -1500 -1699 -399 -1499 1000 -1699 ,
5_180.000000-2-270.000000,-199 -200 1201 -199 1400 1 1400 301 1700 701 1547.91 1689.58 1700 2301 1623.12 2800.69 1700 3300 1547.84 3911.71 1700 4900 1500 5100 -200 5100 -399 4100 -399 800 -199 -200 ,
7_180.000000-4-270.000000,0 -1500 1100 -1499 1100 -500 1100 1 1100 1000 0 1000 -2200 1000 -3300 1000 -3700 400 -3700 -600 -3500 -1300 -2800 -1300 -2500 -1500 -1400 -1499 -786.521 -1387.56 0 -1500 ,
4_270.000000-4-270.000000,0 -1000 1100 -999 1100 0 1100 1 1100 1000 0 1000 -1100 999 -1100 0 -1100 -1 -1100 -1000 0 -1000 ,
3_270.000000-5-270.000000,1000 -599 2000 -399 2000 1 1800 200 201.648 199.59 200 200 -3700 199 -3900 -1 -3900 -400 -2900 -599 1000 -599 ,
4_270.000000-7-180.000000,3300 -1000 3700 -400 3700 600 3500 1300 2800 1300 2500 1500 1400 1499 786.521 1387.56 0 1500 -1100 1499 -1100 500 -1100 -1 -1100 -1000 0 -1000 2200 -1000 3300 -1000 ,
6_270.000000-0-270.000000,0 -2900 2200 -2899 2800 -2199 2800 -1499 2800 701 2800 1401 2200 2100 0 2100 -6 2099 -2200 2099 -2600 1699 -3300 1699 -3700 999 -3700 399 -3700 -1101 -3700 -1701 -3400 -2501 -2600 -2501 -2200 -2900 -6.01367 -2899 0 -2900 ,
7_180.000000-2-270.000000,0 -1500 1400 -1499 1400 -1199 1700 -799 1700 701 1615.43 1250.71 1700 1800 1700 3300 0 3300 -1600 3300 -3300 3300 -3700 2700 -3700 -600 -3500 -1300 -2800 -1300 -2500 -1500 -1100 -1499 -618.641 -1411.56 0 -1500 ,
6_270.000000-7-180.000000,3300 -2900 3700 -2300 3700 600 3500 1300 2800 1300 2500 1500 1345.71 1307.62 1047.45 1350.26 300 1499 170.961 1475.56 0 1500 -1019.01 1330.17 -2200 1499 -2600 1099 -3300 1099 -3700 399 -3700 -201 -3700 -1101 -3700 -1701 -3400 -2501 -2600 -2501 -2200 -2900 0 -2900 1100 -2900 3300 -2900 ,
7_180.000000-5-180.000000,200 -3300 399 -2300 399 -800 199 200 -3101 200 -3300 0 -3700 -600 -3501 -1400 -3700 -2200 -3500 -2900 -3300 -3100 -2600 -3100 -2300 -3300 -1199 -3100 200 -3300 ,
5_180.000000-7-180.000000,3101 -200 3300 0 3700 600 3501 1400 3700 2200 3500 2900 3300 3100 2600 3100 2300 3300 1199 3100 -200 3300 -399 2300 -399 800 -199 -200 3101 -200 ,
0_270.000000-7-180.000000,3300 -2100 3700 -1500 3700 600 3500 1300 2800 1300 2500 1500 300 1499 170.961 1475.56 0 1500 -2200 1499 -2800 799 -2800 99 -2800 -701 -2800 -1401 -2200 -2100 0 -2100 1100 -2100 3300 -2100 ,
1_180.000000-7-180.000000,2599 -200 2949.5 -100 3699 -100 4099 500 3899 1200 3699 1700 2999 1700 2699 1900 1714.41 1721.15 999 1900 646.68 1836 199 1900 -466.507 1752.11 -1501 1900 -1701 1400 -1701 -100 -1001 -100 -701 -200 2599 -200 ,
4_180.000000-7-180.000000,3300 -1100 3700 -500 3700 600 3500 1300 2800 1300 2500 1500 1500 1500 839.4 1380 0 1500 -1000 1500 -1000 0 -999 -1100 0 -1100 2301 -1100 3300 -1100 ,
7_180.000000-3-180.000000,400 -1500 400 0 399 3900 0 3900 -2901 3900 -3300 3900 -3700 3300 -3700 -600 -3500 -1300 -3100 -1300 -2800 -1300 -2500 -1500 -2100 -1500 -1175.16 -1332 0 -1500 400 -1500 ,
7_180.000000-7-180.000000,3300 -1500 3700 -900 3700 600 3500 1300 2800 1300 2500 1500 0 1500 -800 1500 -3300 1500 -3700 900 -3700 -600 -3500 -1300 -2800 -1300 -2500 -1500 0 -1500 800 -1500 3300 -1500 ,0 0 
2_180.000000-1-270.000000,500 -3600 500 -2900 600 -2600 600 -900 500 -549.5 500 200 -2800 200 -3300 0 -3300 -1400 -3264.71 -1558.82 -3300 -1700 -3300 -3100 -2800 -3300 -2733.33 -3300 -2600 -3400 -2100 -3600 -799 -3400 500 -3600 ,
2_180.000000-4-270.000000,0 -1700 1100 -1699 1100 -700 1100 1 1100 1000 0 1000 -2200 1000 -3300 1000 -3300 0 -3300 -400 -3300 -1400 -3000 -1400 -2600 -1700 -1500 -1699 -752.673 -1584.12 0 -1700 ,
2_180.000000-7-270.000000,600 -2100 1300 -1899 1300 -1199 1500 -899 1500 801 1436.05 1152.7 1500 1600 1500 3300 0 3300 -1800 3300 -3300 3300 -3300 1900 -3300 0 -3300 -1400 -2700 -1800 -2450 -1800 -2000 -2100 -699 -1900 600 -2100 ,
7_270.000000-2-180.000000,3300 -3300 3300 -1900 3300 0 3300 1400 2700 1800 2450 1800 2000 2100 699 1900 -600 2100 -1300 1899 -1300 1199 -1500 899 -1500 -801 -1436.05 -1152.7 -1500 -1600 -1500 -3300 0 -3300 1800 -3300 3300 -3300 ,
2_180.000000-2-270.000000,0 -1700 1400 -1699 1400 -1399 1700 -999 1700 701 1630.82 1150.67 1700 1600 1700 3300 0 3300 -1600 3300 -3300 3300 -3300 1900 -3300 0 -3300 -1400 -3000 -1400 -2600 -1700 -1200 -1699 -602.788 -1607.19 0 -1700 ,
2_180.000000-5-180.000000,200 -3500 399 -2500 399 -800 199 200 -3101 200 -3300 0 -3300 -1400 -3275.12 -1500 -3300 -1600 -3300 -3000 -3100 -3200 -2800 -3200 -2400 -3500 -1099 -3300 200 -3500 ,
5_180.000000-2-180.000000,3101 -200 3300 0 3300 1400 3275.12 1500 3300 1600 3300 3000 3100 3200 2800 3200 2400 3500 1099 3300 -200 3500 -399 2500 -399 800 -199 -200 3101 -200 ,
2_180.000000-1-180.000000,1501 -2100 1701 -1600 1701 100 1001 100 701 200 -2599 200 -2949.5 100 -3699 100 -3699 -1300 -3499 -1800 -3199 -1800 -2799 -2100 -1746.31 -1938.17 -1099 -2100 -648.654 -2030.77 -199 -2100 496.771 -1945.38 1501 -2100 ,
1_180.000000-2-180.000000,2599 -200 2949.5 -100 3699 -100 3699 1300 3499 1800 3199 1800 2799 2100 1746.31 1938.17 1099 2100 648.654 2030.77 199 2100 -496.771 1945.38 -1501 2100 -1701 1600 -1701 -100 -1001 -100 -701 -200 2599 -200 ,
4_180.000000-2-180.000000,3300 -1100 3300 0 3300 300 3300 1400 3000 1400 2600 1700 1600 1700 799.385 1576.92 0 1700 -1000 1700 -1000 0 -999 -1100 0 -1100 2301 -1100 3300 -1100 ,
2_180.000000-3-180.000000,400 -1700 400 0 399 3900 0 3900 -2901 3900 -3300 3900 -3300 2500 -3300 0 -3300 -1400 -3000 -1400 -2600 -1700 -2200 -1700 -1099.15 -1530.77 0 -1700 400 -1700 ,
7_180.000000-2-180.000000,3300 -1500 3300 -100 3300 0 3300 1400 3000 1400 2600 1700 0 1700 -700 1700 -3300 1700 -3700 1100 -3700 -600 -3500 -1300 -2800 -1300 -2500 -1500 0 -1500 800 -1500 3300 -1500 ,
0_180.000000-5-270.000000,301 -799 1301 -599 2000 1 2000 2201 1800 2400 200 2400 -300 2400 -1900 2400 -2100 2200 -2099 0 -1399 -600 -399 -799 301 -799 ,
3_180.000000-7-270.000000,600 -4300 1300 -4099 1300 -3399 1500 -3099 1500 -600 1500 801 1500 3300 1100 3300 0 3300 -400 3300 -400 0 -399 -3900 201 -4300 600 -4300 ,
1_270.000000-2-180.000000,2800 -200 3300 0 3300 1400 3264.71 1558.82 3300 1700 3300 3100 2800 3300 2733.33 3300 2600 3400 2100 3600 799 3400 -500 3600 -500 2900 -600 2600 -600 900 -500 549.5 -500 -200 2800 -200 ,
5_270.000000-0-180.000000,1900 -2400 2100 -2200 2099 0 1399 600 399 799 -301 799 -1301 599 -2000 -1 -2000 -2201 -1800 -2400 -200 -2400 300 -2400 1900 -2400 ,
2_180.000000-0-270.000000,0 -1700 2200 -1699 2800 -999 2800 -299 2800 701 2800 1401 2200 2100 0 2100 -1100 2100 -3300 2100 -3300 700 -3300 0 -3300 -1400 -3000 -1400 -2600 -1700 -400 -1699 -203.096 -1668.73 0 -1700 ,
0_180.000000-1-270.000000,-199 -2500 500 -1900 500 -1200 600 -900 600 1300 500 1650.5 500 2400 -1600 2400 -2100 2200 -2099.23 503.085 -2100 500 -2099 -1700 -1399 -2300 -899 -2500 -199 -2500 ,
0_180.000000-4-270.000000,-699 -600 401 -599 1100 1 1100 1000 1100 2201 1100 3200 0 3200 -1000 3200 -2100 3200 -2100 2200 -2099 0 -1399 -600 -699 -600 ,
7_270.000000-0-180.000000,2100 -5500 2100 -2200 2099 0 1399 600 799 1000 99 1000 -601 799 -1300 199 -1300 -501 -1500 -801 -1500 -3001 -1476.07 -3132.61 -1500 -3300 -1500 -5500 0 -5500 600 -5500 2100 -5500 ,
0_180.000000-6-270.000000,-699 -600 120.052 -463.491 801 -599 1501 -599 1967 -199 2601 -199 3300 401 3700 1101 3700 1701 3700 3301 3700 3901 3400 4701 2600 4701 2200 5100 100 5100 54.5455 5090.95 0 5100 -2100 5100 -2100 2200 -2099 0 -1399 -600 -699 -600 ,
6_270.000000-0-180.000000,2100 -5100 2100 -2200 2099 0 1399 600 699 600 -120.052 463.491 -801 599 -1501 599 -1967 199 -2601 199 -3300 -401 -3700 -1101 -3700 -1701 -3700 -3301 -3700 -3901 -3400 -4701 -2600 -4701 -2200 -5100 -100 -5100 -54.5455 -5090.95 0 -5100 2100 -5100 ,
0_180.000000-5-180.000000,-499 -2400 200 -1800 399 -800 399 1400 199 2400 -1901 2400 -2100 2200 -2099.27 602.918 -2100 600 -2099 -1600 -1899 -1800 -1199 -2400 -499 -2400 ,
5_180.000000-0-180.000000,1901 -2400 2100 -2200 2099.27 -602.918 2100 -600 2099 1600 1899 1800 1199 2400 499 2400 -200 1800 -399 800 -399 -1400 -199 -2400 1901 -2400 ,
1_180.000000-0-180.000000,1399 -2400 1749.5 -2300 2499 -2300 2498 -100 2298 400 1598 1000 898 1000 368.588 882.353 -102 1000 -802 1000 -1501 400 -1701 -100 -1701 -2300 -1001 -2300 -701 -2400 1399 -2400 ,
0_180.000000-4-180.000000,301 -600 1000 0 1000 2200 999 3300 0 3300 -1101 3300 -2100 3300 -2100 2200 -2099 0 -1399 -600 -699 -600 -399 -600 301 -600 ,
3_180.000000-0-180.000000,2100 -6100 2100 -2200 2099 0 1399 600 999 600 699 600 299 600 -400 0 -400 -2200 -399 -6100 0 -6100 1701 -6100 2100 -6100 ,
2_180.000000-0-180.000000,2100 -3900 2100 -2200 2099 0 1399 600 699 600 -1901 600 -2601 600 -3300 0 -3300 -1400 -3300 -2200 -3300 -3600 -3000 -3600 -2600 -3900 -500 -3900 -249.808 -3861.54 0 -3900 2100 -3900 ,
0_180.000000-0-180.000000,1401 -2800 2100 -2200 2100 0 2099 2200 1399 2800 699 2800 -701 2800 -1401 2800 -2100 2200 -2100 0 -2099 -2200 -1399 -2800 -699 -2800 701 -2800 1401 -2800 ,
3_270.000000-6-180.000000,2501 -3800 2501 -3400 2337.28 -2417.68 2500 -1600 2500 -1200 2100 -800 2100 -500 2100 -100 1400 300 800.154 299.846 800 300 -3100 299 -3900 -1 -3900 -400 -3900 -801 -4299 -1201 -4299 -1600 -4136.09 -2418.64 -4299 -3401 -4299 -3800 -1399 -3800 -399 -3800 2501 -3800 ,
7_270.000000-6-180.000000,2501 -6700 2501 -3400 2500 -3394 2500 -1200 2100 -800 2100 -100 1500 300 800 700 380.629 579.581 200 700 -500 499 -1300 199 -1300 -501 -1500 -801 -1500 -801.501 -1699 -1001 -1699 -1701 -1899 -2001 -1708.2 -3050.42 -1899 -4201 -1875.07 -4332.61 -1899 -4500 -1715.97 -5419.73 -1899 -6700 -399 -6700 1001 -6700 2501 -6700 ,
2_270.000000-2-180.000000,3300 -3300 3300 -1900 3300 0 3300 1400 3000 1400 2600 1700 1200 1699 602.788 1607.19 0 1700 -1400 1699 -1400 1399 -1700 999 -1700 -701 -1630.82 -1150.67 -1700 -1600 -1700 -3300 0 -3300 1600 -3300 3300 -3300 ,
6_180.000000-0-270.000000,-800 -300 1400 -299 2200 1 2800 701 2800 1401 2800 1435.5 3199 1901 3199 2601 3063.32 3282.82 3199 4101 3199 4801 2599 5500 399 5500 -301 5500 -2501 5500 -2501 3400 -2491.47 3342.84 -2500 3300 -2500 1200 -2100 800 -2100 100 -1400 -300 -800.273 -299.727 -800 -300 ,
6_270.000000-6-180.000000,2501 -6300 2501 -3400 2500 -3394 2500 -1200 2100 -800 2100 -100 1400 300 885.714 214.286 800 300 -73.4731 154.421 -800 299 -899.583 199.417 -1400 299 -2200 -1 -2300 -101 -2500 -101 -3300 -401 -3700 -1101 -3700 -1602.75 -4099 -2301 -3999.46 -2801.21 -4099 -2901 -3954.27 -3628.27 -4099 -4501 -4013.65 -4586.35 -4099 -5101 -3799 -5901 -2999 -5901 -2599 -6300 -399 -6300 301 -6300 2501 -6300 ,
