Key,Outers,Inners
8_180.000000-5-180.000000,-180 -1084 -60 -1068 19 -978 121 -863 213 -757 324.669 -703.525 782 -696 902 -680 897 -520 880 -322 879.533 -312.971 881 -167 891 -19 913 151 1019 476 1014 636 426 653 329 752 150 801 14 623 -121 569 -338 569 -424 400 -467 304 -521 173 -523.758 165.686 -1164 130 -1250 -39 -1293 -135 -1347 -266 -1393 -388 -1442 -537 -1439 -696 -1254 -742 -446.351 -750.433 -407 -898 -365 -1038 -180 -1084 ,
5_180.000000-4-180.000000,-237 -1172 -117 -1156 19 -978 114 -940 251 -940 371 -924 354 -726 348 -610 348.687 -541.594 1077 -501 1197 -485 1194 -326 1177 -128 1174.85 -86.432 1176 28 1186 176 1208 346 1314 671 1311 830 449 839 319 882 279 1032 237 1172 117 1156 -19 978 -114 940 -251 940 -371 924 -354 726 -348 610 -348.687 541.594 -1077 501 -1197 485 -1194 326 -1177 128 -1174.85 86.432 -1176 -28 -1186 -176 -1208 -346 -1314 -671 -1311 -830 -449 -839 -319 -882 -279 -1032 -237 -1172 ,0 0 
2_180.000000-9-180.000000,-155 -571 21 -545 202 -505 284 -435 389.778 -308.468 530 -273 675 -239 896 -194 1008 -142 1090 -72 1180 38 1240 178 1230 332 1129 496 855 521 730 537 537 580 399 638 193 757 59 726 -154 680 -329 622 -443 567 -570 498 -792 394 -934 301 -1037 178 -1047 51 -1055 -73 -1057 -236 -1014 -355 -931 -495 -738 -524 -590 -546 -478 -560 -322 -571 -155 -571 ,
9_180.000000-2-180.000000,-193 -757 -59 -726 154 -680 329 -622 443 -567 570 -498 792 -394 934 -301 1037 -178 1047 -51 1055 73 1057 236 1014 355 931 495 738 524 590 546 478 560 322 571 155 571 -21 545 -202 505 -284 435 -389.778 308.468 -530 273 -675 239 -896 194 -1008 142 -1090 72 -1180 -38 -1240 -178 -1230 -332 -1129 -496 -855 -521 -730 -537 -537 -580 -399 -638 -193 -757 ,
1_180.000000-2-180.000000,-43 -812 91 -781 304 -735 479 -677 593 -622 720 -553 942 -449 952 -322 960 -198 952 -50 934 101 892 264 699 293 551 315 439 329 283 340 226.857 340 196 347 3 376 -145 398 -257 412 -413 423 -580 423 -756 397 -937 357 -1095 168 -1265 125 -1410 91 -1631 46 -1743 -6 -1784 -202 -1866 -356 -1734 -376 -1634 -397 -1502 -431 -1251 -500 -1096 -540 -1056.94 -543.673 -930 -617 -798 -637 -698 -658 -566 -692 -315 -761 -160 -801 -43 -812 ,
8_180.000000-2-180.000000,-130 -754 4 -723 217 -677 392 -619 506 -564 633 -495 855 -391 888.397 -352.953 966 -335 1179 -289 1354 -231 1468 -176 1595 -107 1817 -3 1827 124 1835 248 1830 408 1637 437 1489 459 1377 473 1221 484 1183.12 485.095 1145 524 966 573 773 602 625 624 513 638 357 649 190 649 14 623 -167 583 -325 394 -495 351 -640 317 -861 272 -973 220 -1059 51 -1102 -45 -1156 -176 -1202 -298 -1251 -447 -1066 -493 -792 -518 -667 -534 -634.784 -541.178 -521 -589 -315 -708 -130 -754 ,
2_180.000000-4-180.000000,-277 -1020 -157 -1004 19 -978 200 -938 358 -749 528 -706 673 -672 894 -627 1006 -575 989 -377 983 -261 985 -62 995 86 1017 256 1123 581 849 606 724 622 531 665 393 723 187 842 53 811 -160 765 -335 707 -449 652 -576 583 -766.727 493.651 -823 475 -937 420 -1064 351 -1286 247 -1295 132.657 -1474 94 -1649 36 -1763 -19 -1890 -88 -2112 -192 -2122 -319 -2130 -443 -2127 -602 -1934 -631 -1786 -653 -1674 -667 -1518 -678 -1127.51 -682.077 -1095 -804 -1053 -944 -860 -973 -712 -995 -600 -1009 -444 -1020 -277 -1020 ,
2_180.000000-5-180.000000,-277 -1020 -157 -1004 19 -978 200 -938 358 -749 528 -706 673 -672 894 -627 1006 -575 989 -377 983 -261 985 -62 995 86 1017 256 1123 581 849 606 724 622 531 665 393 723 187 842 53 811 -160 765 -335 707 -449 652 -576 583 -766.727 493.651 -823 475 -937 420 -1064 351 -1286 247 -1295 132.657 -1474 94 -1649 36 -1763 -19 -1890 -88 -2112 -192 -2122 -319 -2130 -443 -2127 -602 -1934 -631 -1786 -653 -1674 -667 -1518 -678 -1127.51 -682.077 -1095 -804 -1053 -944 -860 -973 -712 -995 -600 -1009 -444 -1020 -277 -1020 ,
5_180.000000-2-180.000000,-187 -842 -53 -811 160 -765 335 -707 449 -652 576 -583 766.727 -493.651 823 -475 937 -420 1064 -351 1286 -247 1295 -132.657 1474 -94 1649 -36 1763 19 1890 88 2112 192 2122 319 2130 443 2127 602 1934 631 1786 653 1674 667 1518 678 1127.51 682.077 1095 804 1053 944 860 973 712 995 600 1009 444 1020 277 1020 157 1004 -19 978 -200 938 -358 749 -528 706 -673 672 -894 627 -1006 575 -989 377 -983 261 -985 62 -995 -86 -1017 -256 -1123 -581 -849 -606 -724 -622 -531 -665 -393 -723 -187 -842 ,
2_180.000000-2-180.000000,-227 -690 -51 -664 130 -624 204.784 -606.699 296 -587 477 -547 652 -489 766 -434 893 -365 1115 -261 1128.17 -245.25 1171 -236 1346 -178 1458 -126 1572 -71 1699 -2 1921 102 1931 229 1939 353 1746 382 1598 404 1486 418 1395.02 426.301 1347 437 1209 495 1003 614 810 643 662 665 550 679 394 690 227 690 51 664 -130 624 -204.784 606.699 -296 587 -477 547 -652 489 -766 434 -893 365 -1115 261 -1128.17 245.25 -1171 236 -1346 178 -1458 126 -1572 71 -1699 2 -1921 -102 -1931 -229 -1939 -353 -1746 -382 -1598 -404 -1486 -418 -1395.02 -426.301 -1347 -437 -1209 -495 -1003 -614 -810 -643 -662 -665 -550 -679 -394 -690 -227 -690 ,0 0 
6_180.000000-9-180.000000,-108 -574 21 -545 103 -475 193 -365 253 -225 253 789 243 943 142 1107 13 1136 -164 1078 -353 990 -474 928 -595 862 -713 810 -817 787 -929 794 -1133 845 -1275 752 -1378 629 -1380 466 -1365 327 -1361.68 292.132 -1363 278 -1378 139 -1380 -24 -1337 -143 -1254 -283 -1050 -232 -937 -225 -833 -248 -715 -300 -594 -366 -473 -428 -285 -515 -108 -574 ,
6_180.000000-3-180.000000,391 -302 520 -273 840 -137 840 877 698 932 537 982 408 1011 269 1033 145 1043 28 1046 -129 1043 -427 1031 -640 1017 -817 959 -1006 871 -1127 809 -1229.92 752.861 -1275 752 -1573 740 -1786 726 -1778 554 -1765.28 436.163 -1771 375 -1786 236 -1778 64 -1477 71 -1302 72 -1295.51 71.9016 -1239 47 -1118 -19 -997 -81 -809 -168 -632 -227 -331 -220 -156 -219 -24 -221 78 -226 223.978 -246.326 391 -302 ,
3_180.000000-6-180.000000,-28 -1046 129 -1043 427 -1031 640 -1017 817 -959 1006 -871 1127 -809 1229.92 -752.861 1275 -752 1573 -740 1786 -726 1778 -554 1765.28 -436.163 1771 -375 1786 -236 1778 -64 1477 -71 1302 -72 1295.51 -71.9016 1239 -47 1118 19 997 81 809 168 632 227 331 220 156 219 24 221 -78 226 -223.978 246.326 -391 302 -520 273 -840 137 -840 -877 -698 -932 -537 -982 -408 -1011 -269 -1033 -145 -1043 -28 -1046 ,
6_180.000000-1-180.000000,627 -426 756 -397 797 -201 879 -47 879 967 750 996 618 1016 606.854 1018.34 515 1042 264 1111 109 1151 -20 1180 -137 1191 -314 1133 -503 1045 -624 983 -745 917 -863 865 -967 842 -981.667 842.917 -1166 889 -1283 900 -1275 752 -1261.08 623.025 -1268 549 -1283 410 -1275 262 -1257 111 -1215 -52 -1104 -39 -995 -35 -882 -52 -735 -86 -580.633 -121.018 -555 -135 -434 -197 -246 -284 -69 -343 42 -330 151 -326 264 -343 411 -377 627 -426 ,
1_180.000000-6-180.000000,137 -1191 314 -1133 503 -1045 624 -983 745 -917 863 -865 967 -842 981.667 -842.917 1166 -889 1283 -900 1275 -752 1261.08 -623.025 1268 -549 1283 -410 1275 -262 1257 -111 1215 52 1104 39 995 35 882 52 735 86 580.633 121.018 555 135 434 197 246 284 69 343 -42 330 -151 326 -264 343 -411 377 -627 426 -756 397 -797 201 -879 47 -879 -967 -750 -996 -618 -1016 -606.854 -1018.34 -515 -1042 -264 -1111 -109 -1151 20 -1180 137 -1191 ,
5_180.000000-6-180.000000,-7 -1221 170 -1163 359 -1075 480 -1013 588.703 -953.708 658 -931 750.081 -888.126 823 -872 935 -879 1139 -930 1275 -752 1410 -698 1627 -698 1612 -559 1602 -454 1603.66 -436.287 1673 -404 1794 -342 1888.48 -290.465 2453 -259 2450 -100 2435 39 2434.01 49.3514 2438 92 2453 231 2450 390 1937.43 395.352 1911 407 1790 473 1669 535 1481 622 1401 648.667 1376 732 1256 716 1123.54 682.884 1013.64 684.032 955 697 837 749 716 815 595 877 407 964 230 1023 110 1007 -19 978 -19 232 -30 147 -136 -178 -136 -1192 -7 -1221 ,
6_180.000000-2-180.000000,-180 -693 -51 -664 8.82688 -650.159 167 -616 296 -587 471 -529 585 -474 712 -405 934 -301 944 -174 952 -50 952 964 823 993 630 1022 482 1044 370 1058 214 1069 47 1069 -129 1043 -310 1003 -487 945 -676 857 -797 795 -840.053 771.517 -932 778 -1099 778 -1275 752 -1456 712 -1614 523 -1784 480 -1929 446 -2150 401 -2262 349 -2247 210 -2237 105 -2247 -2 -2262 -141 -1988 -166 -1863 -182 -1670 -225 -1532 -283 -1326 -402 -1255.16 -385.612 -1116 -432 -842 -457 -717 -473 -667.975 -483.923 -666 -485 -545 -547 -357 -634 -180 -693 ,
4_180.000000-2-180.000000,-187 -842 -53 -811 160 -765 335 -707 449 -652 576 -583 766.727 -493.651 823 -475 937 -420 1064 -351 1286 -247 1295 -132.657 1474 -94 1649 -36 1763 19 1890 88 2112 192 2122 319 2130 443 2127 602 1934 631 1786 653 1674 667 1518 678 1127.51 682.077 1095 804 1053 944 860 973 712 995 600 1009 444 1020 277 1020 157 1004 -19 978 -200 938 -358 749 -528 706 -673 672 -894 627 -1006 575 -989 377 -983 261 -985 62 -995 -86 -1017 -256 -1123 -581 -849 -606 -724 -622 -531 -665 -393 -723 -187 -842 ,
2_180.000000-6-180.000000,-47 -1069 129 -1043 310 -1003 487 -945 676 -857 797 -795 840.053 -771.517 932 -778 1099 -778 1275 -752 1456 -712 1614 -523 1784 -480 1929 -446 2150 -401 2262 -349 2247 -210 2237 -105 2247 2 2262 141 1988 166 1863 182 1670 225 1532 283 1326 402 1255.16 385.612 1116 432 842 457 717 473 667.975 483.923 666 485 545 547 357 634 180 693 51 664 -8.82688 650.159 -167 616 -296 587 -471 529 -585 474 -712 405 -934 301 -944 174 -952 50 -952 -964 -823 -993 -630 -1022 -482 -1044 -370 -1058 -214 -1069 -47 -1069 ,
7_180.000000-9-180.000000,44 -711 126 -641 216 -531 276 -391 266 -237 245.489 -88.9619 244 -62 240 106 236 229 239 352 243 520 252 683 275 849 265 1003 164 1167 6 1166 -121 1085 -227 1047 -367 1004 -522 962 -641 915 -788 848 -936 770 -1078 677 -1181 554 -1183 391 -1168 267 -1166.06 245.21 -1181 107 -1183 -56 -1140 -175 -1057 -315 -909 -393 -762 -460 -643 -507 -487 -549 -347 -592 -241 -629 -114 -710 44 -711 ,
3_180.000000-7-180.000000,-179 -1077 -21 -1076 136 -1073 434 -1061 647 -1047 774 -966 880 -928 1020 -885 1175 -843 1294 -796 1441 -729 1589 -651 1581 -479 1569.53 -384.142 1589 -204 1581 -32 1433 46 1286 113 1167 160 1011 202 871 245 765 282 638 363 480 364 179 357 70.805 356.382 30 357 -72 362 -230 384 -385 438 -543 439 -863 303 -840 137 -831 -26 -827 -194 -823 -317 -826 -440 -830 -608 -839 -771 -862 -937 -720 -992 -559 -1042 -420 -1064 -296 -1074 -179 -1077 ,
1_180.000000-7-180.000000,-14 -1222 144 -1221 271 -1140 377 -1102 517 -1059 672 -1017 791 -970 938 -903 1086 -825 1078 -677 1065.24 -569.992 1086 -378 1078 -230 1060 -79 1018 84 870 162 723 229 604 276 448 318 308 361 202 398 75 479 -83 480 -185.136 468.038 -258 479 -405 513 -621 562 -779 563 -820 367 -902 213 -879 47 -870 -116 -866 -284 -862 -407 -865 -530 -869 -698 -878 -861 -901 -1027 -769 -1047 -669 -1068 -537 -1102 -286 -1171 -131 -1211 -14 -1222 ,
4_180.000000-7-180.000000,-158 -1252 0 -1251 127 -1170 233 -1132 373 -1089 528 -1047 647 -1000 794 -933 942 -855 961.221 -829.843 1016 -815 1135 -768 1282 -701 1430 -623 1416.86 -514.395 1441 -499 1547 -461 1687 -418 1842 -376 1961 -329 2108 -262 2256 -184 2253 -25 2238.14 97.8202 2256 263 2253 422 2105 500 1958 567 1839 614 1683 656 1543 699 1437 736 1310 817 1073.76 819.467 1031 842 884 909 765 956 609 998 469 1041 363 1078 236 1159 78 1160 -42 1144 -25 946 -19 830 -21 631 -31 483 -53 313 -159 -12 -136 -178 -127 -341 -123 -509 -119 -632 -122 -755 -126 -923 -135 -1086 -158 -1252 ,
7_180.000000-5-180.000000,-78 -1160 42 -1144 25 -946 19 -830 21 -631 31 -483 53 -313 159 12 136 178 127 341 123 509 119 632 122 755 126 923 135 1086 158 1252 0 1251 -127 1170 -233 1132 -373 1089 -528 1047 -647 1000 -794 933 -942 855 -961.221 829.843 -1016 815 -1135 768 -1282 701 -1430 623 -1416.86 514.395 -1441 499 -1547 461 -1687 418 -1842 376 -1961 329 -2108 262 -2256 184 -2253 25 -2238.14 -97.8202 -2256 -263 -2253 -422 -2105 -500 -1958 -567 -1839 -614 -1683 -656 -1543 -699 -1437 -736 -1310 -817 -1073.76 -819.467 -1031 -842 -884 -909 -765 -956 -609 -998 -469 -1041 -363 -1078 -236 -1159 -78 -1160 ,
8_180.000000-9-180.000000,-58 -635 24 -565 103 -475 205 -360 251.356 -306.59 357 -256 904 -247 986 -177 1076 -67 1136 73 1131 233 1121 387 1020 551 432 568 335 667 156 716 14 623 -89 500 -175 331 -218 235 -272 104 -318 -18 -367 -167 -369 -330 -326 -449 -243 -589 -58 -635 ,
7_180.000000-2-180.000000,-28 -830 106 -799 319 -753 494 -695 608 -640 735 -571 957 -467 967 -340 975 -216 952 -50 943 113 939 281 935 404 938 527 941.337 667.175 956 773 966 900 974 1024 781 1053 633 1075 521 1089 365 1100 198 1100 40 1099 -136 1073 -317 1033 -444 952 -550 914 -690 871 -845 829 -964 782 -1111 715 -1259 637 -1302.42 585.055 -1384 560 -1539 518 -1658 471 -1805 404 -1917 352 -2065 274 -2050 150 -2041 49 -2065 -173 -1917 -251 -1770 -318 -1651 -365 -1495 -407 -1355 -450 -1249 -487 -1122 -568 -848 -593 -774.845 -602.364 -715 -626 -559 -668 -419 -711 -346.401 -736.341 -186 -829 -28 -830 ,
2_180.000000-7-180.000000,-198 -1100 -40 -1099 136 -1073 317 -1033 444 -952 550 -914 690 -871 845 -829 964 -782 1111 -715 1259 -637 1302.42 -585.055 1384 -560 1539 -518 1658 -471 1805 -404 1917 -352 2065 -274 2050 -150 2041 -49 2065 173 1917 251 1770 318 1651 365 1495 407 1355 450 1249 487 1122 568 848 593 774.845 602.364 715 626 559 668 419 711 346.401 736.341 186 829 28 830 -106 799 -319 753 -494 695 -608 640 -735 571 -957 467 -967 340 -975 216 -952 50 -943 -113 -939 -281 -935 -404 -938 -527 -941.337 -667.175 -956 -773 -966 -900 -974 -1024 -781 -1053 -633 -1075 -521 -1089 -365 -1100 -198 -1100 ,
7_180.000000-6-180.000000,152 -1209 329 -1151 518 -1063 639 -1001 760 -935 878 -883 944.857 -868.214 1140 -917 1298 -918 1283 -779 1273 -674 1283 -567 1298 -428 1275 -262 1266 -99 1264.4 -32 1265 -7 1274 156 1297 322 1282 461 1272 566 1282 673 1297 812 1139 811 943.388 762.097 876 777 758 829 637 895 516 957 328 1044 151 1103 -7 1102 -136 1073 -263 992 -369 954 -509 911 -664 869 -783 822 -930 755 -1078 677 -1078 230 -1078 -337 -1078 -784 -930 -862 -783 -929 -664 -976 -508 -1018 -368 -1061 -262 -1098 -135 -1179 -6 -1208 152 -1209 ,
9_180.000000-10-180.000000,39 -1589 352 -1520 494 -1427 597 -1304 599 -1141 550 -932 528 -785 521 -564 522 -424 522 -372.5 524 -298 535 -162 600 131 602 294 559 413 476 553 169 625 -21 545 -150 466 -253 424 -356 409 -519 425 -636 448 -836 493 -918 423 -1008 313 -1068 173 -1107 5 -1097 -149 -996 -313 -727 -374 -498 -425 -379 -451 -333.576 -480.071 -329 -504.222 -329 -513.135 -378 -540 -607 -590 -876 -650 -958 -720 -1048 -830 -1108 -970 -1098 -1124 -1060 -1292 -959 -1456 -759 -1412 -641 -1389 -478 -1374 -375 -1389 -273 -1432 -147 -1509 39 -1589 ,
10_180.000000-3-180.000000,330 -353 520 -273 832.181 -140.323 842.467 -138.825 879.277 -139.383 1018 -153 1135 -176 1335 -221 1655 -85 1694 83 1552 138 1391 188 1122 249 985.884 279.314 952 301 916 491 916 653 938 806 996.556 838.104 1106 862 1375 922 1695 1058 1657 1226 1515 1281 1354 1331 1215 1353 1091 1363 974 1366 817 1363 664.022 1356.84 659 1359 517 1414 356 1464 217 1486 93 1496 -24 1499 -181 1496 -479 1484 -692 1470 -1005 1401 -997 1229 -948 1020 -929.237 894.63 -927 824 -928 684 -928 544 -932 395 -943 259 -1008 -34 -1000 -206 -693 -278 -392 -271 -217 -270 -85 -272 10.621 -276.687 23 -281 330 -353 ,
3_180.000000-10-180.000000,24 -1499 181 -1496 479 -1484 692 -1470 1005 -1401 997 -1229 948 -1020 929.237 -894.63 927 -824 928 -684 928 -544 932 -395 943 -259 1008 34 1000 206 693 278 392 271 217 270 85 272 -10.621 276.687 -23 281 -330 353 -520 273 -832.181 140.323 -842.467 138.825 -879.277 139.383 -1018 153 -1135 176 -1335 221 -1655 85 -1694 -83 -1552 -138 -1391 -188 -1122 -249 -985.884 -279.314 -952 -301 -916 -491 -916 -653 -938 -806 -996.556 -838.104 -1106 -862 -1375 -922 -1695 -1058 -1657 -1226 -1515 -1281 -1354 -1331 -1215 -1353 -1091 -1363 -974 -1366 -817 -1363 -664.022 -1356.84 -659 -1359 -517 -1414 -356 -1464 -217 -1486 -93 -1496 24 -1499 ,
10_180.000000-1-180.000000,566 -477 756 -397 885 -318 988 -276 1091 -261 1254 -277 1371 -300 1571 -345 1610 -177 1618.35 -137.069 1694 5 1733 173 1464 234 1235 285 1232.1 285.633 1118 317 1098.94 321.919 991 391 955 581 955 601.375 1113 688 1342 738 1611 798 1652 994 1734 1148 1696 1316 1564 1336 1464 1357 1332 1391 1081 1460 926 1500 809 1511 609 1467 595.967 1464.46 566 1469 466 1490 334 1524 83 1593 -72 1633 -189 1644 -502 1575 -494 1427 -476 1276 -427 1067 -425.967 1060.1 -424 998 -425 858 -425 718 -429 569 -440 433 -505 140 -497 -8 -479 -159 -437 -322 -130 -394 -19 -381 90 -377 203 -394 350 -428 566 -477 ,
1_180.000000-10-180.000000,189 -1644 502 -1575 494 -1427 476 -1276 427 -1067 425.967 -1060.1 424 -998 425 -858 425 -718 429 -569 440 -433 505 -140 497 8 479 159 437 322 130 394 19 381 -90 377 -203 394 -350 428 -566 477 -756 397 -885 318 -988 276 -1091 261 -1254 277 -1371 300 -1571 345 -1610 177 -1618.35 137.069 -1694 -5 -1733 -173 -1464 -234 -1235 -285 -1232.1 -285.633 -1118 -317 -1098.94 -321.919 -991 -391 -955 -581 -955 -601.375 -1113 -688 -1342 -738 -1611 -798 -1652 -994 -1734 -1148 -1696 -1316 -1564 -1336 -1464 -1357 -1332 -1391 -1081 -1460 -926 -1500 -809 -1511 -609 -1467 -595.967 -1464.46 -566 -1469 -466 -1490 -334 -1524 -83 -1593 72 -1633 189 -1644 ,
8_180.000000-10-180.000000,102 -1586 415 -1517 494 -1427 596 -1312 688 -1206 691.922 -1204.12 1064 -1198 1377 -1129 1372 -969 1323 -760 1301 -613 1299.01 -550.251 1300 -412 1300 -272 1304 -123 1315 13 1380 306 1375 466 1068 538 723.348 547.964 690 582 511 631 204 703 14 623 -115 544 -218 502 -321 487 -484 503 -601 526 -801 571 -887 402 -930 306 -984 175 -1030 53 -1079 -96 -1118 -264 -933 -310 -664 -371 -488.296 -410.131 -390.906 -472.46 -572 -512 -841 -572 -927 -741 -970 -837 -1024 -968 -1070 -1090 -1119 -1239 -1081 -1407 -896 -1453 -696 -1409 -578 -1386 -421.948 -1371.64 -395 -1383 -269 -1460 -83 -1540 102 -1586 ,
10_180.000000-2-180.000000,-241 -744 -107 -713 106 -667 281 -609 437.573 -543.075 447 -544 564 -567 764 -612 898 -581 1111 -535 1286 -477 1400 -422 1527 -353 1749 -249 1788 -81 1798 46 1806 170 1537 231 1308 282 1189 308 1064 388 1028 578 1028 580.565 1151 608 1326 666 1440 721 1567 790 1789 894 1799 1021 1807 1145 1769 1313 1576 1342 1428 1364 1316 1378 1160 1389 993 1389 926.4 1379.16 771 1446 578 1475 430 1497 318 1511 162 1522 -5 1522 -181 1496 -494 1427 -675 1387 -833 1198 -986.945 1159.06 -1056 1145 -1369 1076 -1481 1024 -1432 815 -1410 668 -1403 447 -1404 307 -1404 167 -1408 18 -1419 -118 -1484 -411 -1177 -483 -903 -508 -842.706 -515.718 -754 -553 -548 -672 -241 -744 ,
2_180.000000-10-180.000000,5 -1522 181 -1496 494 -1427 675 -1387 833 -1198 986.945 -1159.06 1056 -1145 1369 -1076 1481 -1024 1432 -815 1410 -668 1403 -447 1404 -307 1404 -167 1408 -18 1419 118 1484 411 1177 483 903 508 842.706 515.718 754 553 548 672 241 744 107 713 -106 667 -281 609 -437.573 543.075 -447 544 -564 567 -764 612 -898 581 -1111 535 -1286 477 -1400 422 -1527 353 -1749 249 -1788 81 -1798 -46 -1806 -170 -1537 -231 -1308 -282 -1189 -308 -1064 -388 -1028 -578 -1028 -580.565 -1151 -608 -1326 -666 -1440 -721 -1567 -790 -1789 -894 -1799 -1021 -1807 -1145 -1769 -1313 -1576 -1342 -1428 -1364 -1316 -1378 -1160 -1389 -993 -1389 -926.4 -1379.16 -771 -1446 -578 -1475 -430 -1497 -318 -1511 -162 -1522 5 -1522 ,
10_180.000000-6-180.000000,-61 -1123 116 -1065 306 -985 471.865 -907.772 627 -923 743.12 -945.827 815 -962 944 -991 1121 -933 1310 -845 1431 -783 1552 -717 1670 -665 1774 -642 1847.12 -646.57 1890 -655 2090 -700 2129 -532 2114 -393 2104 -288 2114 -181 2129 -42 1860 19 1631 70 1512 96 1387 176 1383.11 196.542 1632 333 1861 383 2130 443 2115 582 2105 687 2115 794 2130 933 2092 1101 1892 1057 1841.22 1047.1 1775 1043 1671 1066 1553 1118 1432 1184 1311 1246 1123 1333 946 1392 746 1348 628 1325 473.533 1310.79 311 1386 125 1466 -52 1525 -365 1456 -494 1427 -494 413 -447.553 214.891 -497 -8 -497 -1022 -190 -1094 -61 -1123 ,
6_180.000000-10-180.000000,52 -1525 365 -1456 494 -1427 494 -413 447.553 -214.891 497 8 497 1022 190 1094 61 1123 -116 1065 -306 985 -471.865 907.772 -627 923 -743.12 945.827 -815 962 -944 991 -1121 933 -1310 845 -1431 783 -1552 717 -1670 665 -1774 642 -1847.12 646.57 -1890 655 -2090 700 -2129 532 -2114 393 -2104 288 -2114 181 -2129 42 -1860 -19 -1631 -70 -1512 -96 -1387 -176 -1383.11 -196.542 -1632 -333 -1861 -383 -2130 -443 -2115 -582 -2105 -687 -2115 -794 -2130 -933 -2092 -1101 -1892 -1057 -1841.22 -1047.1 -1775 -1043 -1671 -1066 -1553 -1118 -1432 -1184 -1311 -1246 -1123 -1333 -946 -1392 -746 -1348 -628 -1325 -473.533 -1310.79 -311 -1386 -125 -1466 52 -1525 ,
