Key,Outers,Inners
2_180.000000-0-180.000000,2200 -300 2200 100 2200 200 2200 600 1600 600 1600 799 1500 799 200 799 100 799 -300 400 -300 200 -300 -100 -300 -300 -100 -300 0 -300 200 -300 200 0 600 0 601 -300 800 -300 801 -300 900 -300 1000 -300 1100 -300 1200 -300 1400 -300 1400 0 1800 0 1801 -300 2000 -300 2001 -300 2200 -300 ,
1_0.000000-1-180.000000,0 -1199 600 -600 1200 0 600 600 -1 1200 -601 600 -1200 0 -600 -600 0 -1199 ,
3_180.000000-0-180.000000,1400 -200 1400 0 1599 0 1599 200 1599 500 1599 700 1399 700 1399 899 1199 899 -1 899 -201 899 -201 700 -401 700 -401 500 -401 200 -401 0 -201 0 -200 -200 0 -200 200 -200 200 0 399 0 399 100 799 100 799 0 999 0 1000 -200 1200 -200 1400 -200 ,
1_0.000000-0-180.000000,800 -600 1400 0 1400 500 800 1100 -600 1100 -1200 500 -1200 0 -600 -600 -400 -600 -100 -300 300 -300 600 -600 800 -600 ,
2_180.000000-3-0.000000,1000 -700 1000 -500 1001 -500 1200 -500 1200 -300 1200 -100 1200 100 1000 100 1000 300 800 300 400 300 400 499 300 499 200 499 100 499 -300 100 -300 99.5 -500 -100 -500 -300 -500 -500 -300 -500 -300 -700 -100 -700 0 -700 200 -700 200 -500 400 -500 400 -400 400.667 -400 401 -500 600 -500 600.333 -500 601 -700 800 -700 801 -700 1000 -700 ,
3_0.000000-2-0.000000,1100 -400 1100 -200 1300 -200 1300 0 1300 200 1300 400 1100 400 1100 600 900 600 700 600 600 600 500 600 500 800 400 800 300 800 200 800 0 600 -200 400 -400 200 -400 0 -400 -200 -200 -200 -200 -400 0 -400 100 -400 300 -400 300 -200 500 -200 500 -100 500 -200 700 -200 700 -400 900 -400 1100 -400 ,
2_0.000000-1-180.000000,200 -999 800 -400 1200 0 1200 200 599 800 299 800 -0.5 500 -301 800 -501 800 -1100 200 -1100 -200 -500 -799 -100.334 -799 100 -999 200 -999 ,
0_180.000000-1-0.000000,600 -1100 1200 -500 1200 0 600 600 400 600 100 300 -300 300 -600 600 -800 600 -1400 0 -1400 -500 -800 -1100 600 -1100 ,
1_180.000000-2-0.000000,501 -800 1100 -200 1100 200 500 799 100.334 799 -100 999 -200 999 -800 400 -1200 0 -1200 -200 -599 -800 -299 -800 0.5 -500 301 -800 501 -800 ,
0_180.000000-2-0.000000,1100 -700 1100 -300 1100 -200 1100 200 900 200 500 200 500 400 400 400 300 400 200 400 -100 100 -100 200 -300 200 -700 200 -700 400 -800 400 -900 400 -1000 400 -1400 0 -1400 -200 -1400 -500 -1400 -700 -1100 -700 -500 -700 -300 -700 0 -700 300 -700 900 -700 1100 -700 ,
1_0.000000-2-180.000000,-700 -899 -300 -500 300 100 300 300 -300 900 -600 900 -900 600 -901 600 -1201 900 -1400 900 -2000 300 -2000 -100 -1400 -700 -999 -700 -800 -899 -700 -899 ,
3_0.000000-0-180.000000,1400 -200 1400 0 1600 0 1600 200 1600 500 1600 700 1400 700 1400 900 1200 900 0 900 -200 900 -200 700 -400 700 -400 500 -400 200 -400 0 -200 0 -200 -200 0 -200 200 -200 200 0 400 0 400 100 800 100 800 0 1000 0 1000 -200 1200 -200 1400 -200 ,
3_0.000000-3-180.000000,201 -599 201 -400 401 -400 401 -399 401 -200 601 -200 601 0 601 200 401 200 401 400 400 400 201 400 200 600 0 600 -200 600 -200 400 -399 400 -400 400 -400 200 -599 200 -599 0 -599 -200 -399 -200 -399 -399 -399 -400 -199 -400 -199 -599 1 -599 201 -599 ,
3_180.000000-2-0.000000,1100 -400 1100 -200 1299 -200 1299 0 1299 200 1299 400 1099 400 1099 599 899 599 699 599 699 600 599 600 499 600 499 799 399 799 299 799 199 799 0 600 -1 600 -401 200 -401 0 -401 -200 -201 -200 -200 -400 0 -400 100 -400 300 -400 300 -200 499 -200 499 -100 499 -200 699 -200 700 -400 900 -400 1100 -400 ,
3_0.000000-3-0.000000,200 -600 200 -400 400 -400 400 -200 600 -200 600 0 600 200 400 200 400 400 200 400 200 600 0 600 -200 600 -200 400 -400 400 -400 200 -600 200 -600 0 -600 -200 -400 -200 -400 -400 -200 -400 -200 -600 0 -600 200 -600 ,
1_180.000000-3-0.000000,-399 -1000 -199.333 -800 -199 -800 400 -200 400 0 200 199.667 200 200 -400 799 -600 799 -1200 200 -1200 199.667 -1400 0 -1400 -200 -1200 -399.667 -1200 -400 -599 -1000 -399 -1000 ,
3_0.000000-1-180.000000,600 -799 1200 -200 1200 -199.667 1400 0 1400 200 1200 399.667 1200 400 599 1000 399 1000 199.333 800 199 800 -400 200 -400 0 -200 -199.667 -200 -200 400 -799 600 -799 ,
0_180.000000-0-180.000000,1400 -500 1400 0 1400 500 1200 500 200 500 0 500 -200 500 -1200 500 -1400 500 -1400 0 -1400 -500 -1200 -500 -200 -500 0 -500 200 -500 1200 -500 1400 -500 ,0 0 
0_180.000000-3-0.000000,200 -900 200 -700 400 -700 400 -500 400 -200 400 0 200 0 200 200 0 200 -200 200 -200 0 -400 0 -400 -100 -800 -100 -800 0 -1000 0 -1000 200 -1200 200 -1400 200 -1400 0 -1600 0 -1600 -200 -1600 -500 -1600 -700 -1400 -700 -1400 -900 -1200 -900 0 -900 200 -900 ,
3_0.000000-2-180.000000,-100 -499 300 -100 300 -99.5 500 100 500 300 500 500 300 500 300 700 100 700 0 700 -200 700 -200 500 -400 500 -400 400 -400.667 400 -401 500 -600 500 -600.333 500 -601 700 -800 700 -801 700 -1000 700 -1000 500 -1001 500 -1200 500 -1200 300 -1200 100 -1200 -100 -1000 -100 -1000 -300 -800 -300 -400 -300 -400 -499 -300 -499 -200 -499 -100 -499 ,
1_180.000000-1-180.000000,1 -1199 601 -600 1200 0 599 600 -1 1199 -601 600 -1200 0 -599 -600 1 -1199 ,
2_180.000000-2-180.000000,700 -599 1100 -200 1100 0 1100 200 1100 400 800 400 500 400 500 599 400 599 200 599 100 599 -99.4987 400 -400.337 400 -401 599 -501 599 -600 599 -700 599 -1100 200 -1100 0 -1100 -200 -1100 -400 -800 -400 -500 -400 -500 -599 -400 -599 -200 -599 -100 -599 99.4987 -400 400.337 -400 401 -599 501 -599 600 -599 700 -599 ,0 0 
1_180.000000-0-180.000000,801 -600 1400 0 1400 500 800 1099 -600 1099 -1200 500 -1200 0 -599 -600 -399 -600 -99.5 -300 300.5 -300 601 -600 801 -600 ,
0_180.000000-1-180.000000,600 -1099 1200 -500 1200 0 599 600 399 600 99.5 300 -300.5 300 -601 600 -801 600 -1400 0 -1400 -500 -800 -1099 600 -1099 ,
3_180.000000-1-180.000000,600 -799 1200 -200 1200 -198.668 1399 0 1399 200 798 800 797.332 800 598 999 398 999 199.332 800 198 800 -401 200 -401 0 199 -599 199.666 -599 400 -799 600 -799 ,
2_0.000000-0-180.000000,1000 -400 1400 0 1400 200 1400 500 1400 700 1100 700 500 700 300 700 0 700 -300 700 -900 700 -1100 700 -1100 300 -1100 200 -1100 -200 -900 -200 -500 -200 -500 -400 -400 -400 -300 -400 -200 -400 100 -100 100 -200 300 -200 700 -200 700 -400 800 -400 900 -400 1000 -400 ,
1_0.000000-1-0.000000,0 -1200 600 -600 1200 0 600 600 0 1200 -600 600 -1200 0 -600 -600 0 -1200 ,
1_180.000000-2-180.000000,-699 -899 -299 -500 300 100 300 300 -300 899 -600 899 -900.5 599.001 -1201 899 -1400 899 -2000 300 -2000 -100 -1399 -700 -998.332 -700 -799 -899 -699 -899 ,
2_0.000000-3-0.000000,-200 -800 0 -600 200 -400 400 -200 400 0 400 200 200 200 200 400 0 400 -100 400 -300 400 -300 200 -500 200 -500 100 -500 200 -700 200 -700 400 -900 400 -1100 400 -1100 200 -1300 200 -1300 0 -1300 -200 -1300 -400 -1100 -400 -1100 -600 -900 -600 -700 -600 -600 -600 -500 -600 -500 -800 -400 -800 -300 -800 -200 -800 ,
1_180.000000-3-180.000000,-398 -999 -199.332 -800 -198 -800 401 -200 401 0 -199 599 -199.666 599 -400 799 -600 799 -1200 200 -1200 198.668 -1399 0 -1399 -200 -798 -800 -797.332 -800 -598 -999 -398 -999 ,
