Key,Outers,Inners
12_270.000000,500 500 4000 500 4000 4000 500 4000 500 500 ,
21_180.000000,600 100 4000 100 4000 3800 600 3800 600 100 ,
3_180.000000,0 500 3500 500 3500 4000 0 4000 0 500 ,
7_180.000000,400 400 4000 400 4000 4000 400 4000 400 400 ,
2_180.000000,400 400 4000 400 4000 4000 400 4000 400 400 ,
10_180.000000,100 100 3700 100 3700 3900 100 3900 100 100 ,
17_180.000000,100 400 4000 400 4000 4000 100 4000 100 400 ,
0_180.000000,200 200 4000 200 4000 4000 200 4000 200 200 ,
20_270.000000,600 300 4000 300 4000 3500 600 3500 600 300 ,
11_270.000000,600 600 4000 600 4000 4000 600 4000 600 600 ,
8_270.000000,600 600 4000 600 4000 4000 600 4000 600 600 ,
19_270.000000,600 200 4000 200 4000 3600 600 3600 600 200 ,
6_270.000000,500 500 4000 500 4000 4000 500 4000 500 500 ,
14_270.000000,400 199 3800 199 3800 3599 400 3599 400 199 ,
16_270.000000,300 600 4000 600 4000 4000 300 4000 300 600 ,
13_270.000000,400 400 4000 400 4000 4000 400 4000 400 400 ,
5_270.000000,400 700 4000 700 4000 4000 400 4000 400 700 ,
21_270.000000,300 200 4000 200 4000 3600 300 3600 300 200 ,
3_270.000000,500 500 4000 500 4000 4000 500 4000 500 500 ,
7_270.000000,400 400 4000 400 4000 4000 400 4000 400 400 ,
18_270.000000,200 500 4000 500 4000 4000 200 4000 200 500 ,
4_270.000000,300 600 4000 600 4000 4000 300 4000 300 600 ,
2_270.000000,400 400 4000 400 4000 4000 400 4000 400 400 ,
9_270.000000,200 500 4000 500 4000 4000 200 4000 200 500 ,
10_270.000000,200 400 4000 400 4000 4000 200 4000 200 400 ,
15_270.000000,200 99 3900 99 3900 3799 200 3799 200 99 ,
1_270.000000,300 300 4000 300 4000 4000 300 4000 300 300 ,
17_270.000000,400 100 4000 100 4000 4000 400 4000 400 100 ,
